rollout/ep_len_mean,train/value_loss,train/n_updates,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/explained_variance,train/policy_loss,time/time_elapsed,train/entropy_loss,time/fps
216.07,46.8216552734375,5299,26500,5300,-94.87423002999999,0.0007,0.8279935121536255,-0.12195334583520889,31,-0.7198320627212524,852
214.28,2.5027406215667725,5399,27000,5400,-84.10272653999999,0.0007,0.9959205389022827,0.0001370459794998169,31,-0.6759921908378601,855
214.9,13.720484733581543,5499,27500,5500,-77.34311521999999,0.0007,-1.0612361431121826,-0.0752318724989891,32,-0.7327698469161987,848
207.12,9.34624195098877,5599,28000,5600,-75.5810945,0.0007,0.9264872074127197,-0.16324986517429352,32,-0.6116641759872437,851
208.53,41.49323654174805,5699,28500,5700,-69.52688287,0.0007,-0.9462506771087646,0.7925489544868469,33,-0.8392403721809387,858
210.68,56.23119354248047,5799,29000,5800,-64.452108,0.0007,-0.3425562381744385,0.9271173477172852,33,-1.0902519226074219,864
209.63,7.243404388427734,5899,29500,5900,-50.778602840000005,0.0007,-1.4900577068328857,-0.24688675999641418,33,-0.7928705215454102,870
211.03,7.019707679748535,5999,30000,6000,-48.131434440000014,0.0007,-2.9842264652252197,-0.40490657091140747,34,-0.6006234884262085,876
213.82,1.4121826887130737,6099,30500,6100,-42.501864160000004,0.0007,0.9688096046447754,-0.15586327016353607,34,-0.6316151022911072,882
214.81,0.0012981102336198092,6199,31000,6200,-37.08417334,0.0007,0.0001494288444519043,-2.9802322831784522e-09,34,-0.2105114459991455,886
212.36,5.980816841125488,6299,31500,6300,-35.56835942,0.0007,0.9542672634124756,0.2296447455883026,35,-0.46763500571250916,890
211.89,31.135772705078125,6399,32000,6400,-34.06677971,0.0007,-0.1720418930053711,0.02613452635705471,35,-0.39605385065078735,894
210.39,11.103330612182617,6499,32500,6500,-33.81531865000001,0.0007,0.7979333996772766,-0.24986746907234192,36,-0.2990768551826477,898
211.62,1.6412709951400757,6599,33000,6600,-32.06672879,0.0007,-72.81896209716797,0.0011266246438026428,36,-0.13279351592063904,903
210.55,3.4475719928741455,6699,33500,6700,-29.47668343,0.0007,0.5903639793395996,0.1801324188709259,36,-0.7105780839920044,908
211.85,38.354312896728516,6799,34000,6800,-25.212844880000002,0.0007,0.6664220094680786,-0.10979346185922623,37,-0.8408308029174805,908
212.15,111.1966552734375,6899,34500,6900,-23.765427940000006,0.0007,0.43757641315460205,0.015350500121712685,38,-0.36545810103416443,902
210.9,6.7205047607421875,6999,35000,7000,-23.47055859,0.0007,0.7746636867523193,-0.5836753845214844,39,-1.0333473682403564,895
212.91,21.95783233642578,7099,35500,7100,-18.34779929,0.0007,0.40928077697753906,-0.08283161371946335,39,-0.35547155141830444,889
214.49,0.3626570701599121,7199,36000,7200,-14.938321039999998,0.0007,0.9410449862480164,-0.13169711828231812,40,-0.6110974550247192,883
214.37,53.20539093017578,7299,36500,7300,-12.407324589999996,0.0007,-2.9603006839752197,-0.10070288181304932,41,-0.6245962977409363,878
212.59,2.9178318977355957,7399,37000,7400,-11.292191269999998,0.0007,0.7065521478652954,-0.15769675374031067,42,-0.8864809274673462,872
212.45,2.191868305206299,7499,37500,7500,-10.31816487,0.0007,0.9266659021377563,0.19986453652381897,43,-0.48009854555130005,867
208.95,13.644216537475586,7599,38000,7600,-3.5427922599999975,0.0007,0.5490893721580505,0.3929269313812256,44,-1.0224783420562744,862
209.36,0.5489009618759155,7699,38500,7700,-3.777921519999998,0.0007,0.8703874349594116,0.15341639518737793,44,-1.1211313009262085,857
208.23,11.84455394744873,7799,39000,7800,-1.222595189999998,0.0007,0.4851645231246948,0.20664937794208527,45,-0.9821814298629761,861
205.34,1.5692028999328613,7899,39500,7900,-2.2567488799999986,0.0007,0.6623526215553284,-0.09589364379644394,46,-1.1039448976516724,856
205.64,8.56464958190918,7999,40000,8000,-0.0451850199999992,0.0007,0.6366857886314392,-0.09278161823749542,46,-1.180222511291504,861
206.81,6.548089504241943,8099,40500,8100,2.2816224000000007,0.0007,0.7519249320030212,-0.1676028072834015,46,-0.6622476577758789,861
205.89,2.756648540496826,8199,41000,8200,2.9925431699999994,0.0007,0.42683231830596924,-0.45841488242149353,47,-0.9963905215263367,866
203.55,0.5308337211608887,8299,41500,8300,1.0648447400000003,0.0007,0.30729907751083374,0.17383483052253723,47,-0.997363269329071,870
196.39,25.63216209411621,8399,42000,8400,-7.85917938,0.0007,0.2819060683250427,-0.09910832345485687,48,-0.5672651529312134,870
193.92,4.200596809387207,8499,42500,8500,-5.2539524900000005,0.0007,0.6437492370605469,0.16886237263679504,48,-0.5244632959365845,874
193.17,0.18376490473747253,8599,43000,8600,-4.66848452,0.0007,0.10252118110656738,4.3979940528515726e-05,49,-0.06374096870422363,870
195.89,2.232652187347412,8699,43500,8700,-1.6463630799999986,0.0007,-2.6197688579559326,0.010666986927390099,49,-0.26994502544403076,874
194.38,4.089179039001465,8799,44000,8800,-1.8251621599999985,0.0007,0.8097631335258484,-0.06645143032073975,50,-1.0308167934417725,878
195.22,7.924169063568115,8899,44500,8900,-2.712071059999999,0.0007,-0.02710103988647461,0.1462331861257553,50,-1.0838381052017212,882
194.91,2.5805516242980957,8999,45000,9000,-0.743287799999999,0.0007,0.9228918552398682,-0.2649235129356384,50,-1.0883543491363525,886
194.33,0.8458473086357117,9099,45500,9100,0.9709154200000006,0.0007,0.9145165681838989,0.362435519695282,51,-1.237992525100708,890
194.84,5235.09228515625,9199,46000,9200,-2.13321753,0.0007,0.2907228469848633,-0.00013609793677460402,51,-0.047058410942554474,894
194.92,3.93940806388855,9299,46500,9300,-1.3767945399999997,0.0007,0.7774524688720703,0.08611877262592316,51,-1.0980256795883179,897
193.54,15.806551933288574,9399,47000,9400,-0.1702628699999997,0.0007,0.3685387372970581,-0.0037463500630110502,52,-0.1564224660396576,901
192.16,1.1092208623886108,9499,47500,9500,-0.4368158500000004,0.0007,-0.2940915822982788,0.3275689482688904,52,-0.6899277567863464,905
186.5,32.42988586425781,9599,48000,9600,-6.39534095,0.0007,0.5719779133796692,-0.2119002640247345,52,-0.8260172605514526,908
182.83,0.8285045623779297,9699,48500,9700,-7.19731085,0.0007,0.9251279234886169,0.22463373839855194,53,-1.2111690044403076,912
183.0,2.431081533432007,9799,49000,9800,-7.360984299999999,0.0007,-0.007846236228942871,-0.0917695015668869,53,-1.1124422550201416,916
181.81,2.6853318214416504,9899,49500,9900,-10.90532123,0.0007,0.3123956322669983,-0.5045522451400757,53,-0.8629817962646484,919
184.71,0.2883352041244507,9999,50000,10000,-10.389556060000002,0.0007,0.1806822419166565,-0.9082845449447632,54,-0.9075196385383606,923
184.71,5.992001533508301,10099,50500,10100,-10.389556060000002,0.0007,0.03271538019180298,-0.16813422739505768,54,-0.9325355291366577,926
192.66,5.095095157623291,10199,51000,10200,-11.039606310000002,0.0007,0.8102782964706421,-0.1625414937734604,54,-1.2118935585021973,930
194.07,2.5843029022216797,10299,51500,10300,-12.0485429,0.0007,0.4505951404571533,-0.6116653680801392,55,-0.8667661547660828,933
194.07,0.9096123576164246,10399,52000,10400,-12.0485429,0.0007,-0.009798169136047363,-0.0036141499876976013,55,-0.15205420553684235,937
203.71,0.3833710551261902,10499,52500,10500,-11.836091790000001,0.0007,0.6663540601730347,-0.34967103600502014,55,-0.7920469045639038,940
203.71,0.7680550813674927,10599,53000,10600,-11.836091790000001,0.0007,0.9236138463020325,-0.3018553555011749,56,-1.119049072265625,940
209.73,3.0878524780273438,10699,53500,10700,-13.446331480000001,0.0007,0.3125375509262085,-0.1191602572798729,57,-0.8358200192451477,935
209.73,6.088009357452393,10799,54000,10800,-13.446331480000001,0.0007,-1.5435233116149902,0.11751750856637955,57,-0.582817792892456,938
218.16,20.93397331237793,10899,54500,10900,-13.07949105,0.0007,0.14712750911712646,-0.5825701951980591,57,-0.7712675333023071,941
225.05,2.1409389972686768,10999,55000,11000,-12.508006479999999,0.0007,0.7209355235099792,0.12245523929595947,58,-0.4641900956630707,944
225.05,44.595706939697266,11099,55500,11100,-12.508006479999999,0.0007,-2.191099166870117,-0.08459486812353134,58,-0.6290253400802612,948
228.89,2.4722347259521484,11199,56000,11200,-10.76433857,0.0007,0.5369100570678711,-0.2678062319755554,58,-1.1572576761245728,951
