time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,rollout/exploration_rate,train/n_updates,train/loss,train/learning_rate
154811,285,61.61,61.61,542,3252,0.04,76928,3.9747461460647173,0.0023
155004,286,59.92,59.92,541,3256,0.04,77056,3.397261297563091,0.0023
155232,287,61.46,61.46,540,3260,0.04,77184,3.313945027330192,0.0023
155474,288,59.09,59.09,538,3264,0.04,77312,3.635179679200519,0.0023
155576,288,57.12,57.12,539,3268,0.04,,,
155747,289,56.32,56.32,538,3272,0.04,77440,3.668146904092282,0.0023
156120,290,54.93,54.93,537,3276,0.04,77568,2.7776099308393896,0.0023
156526,291,56.6,56.6,537,3280,0.04,77824,2.8004713591653854,0.0023
156870,291,58.65,58.65,538,3284,0.04,77952,3.8861829627421685,0.0023
157096,291,58.49,58.49,538,3288,0.04,78080,3.9005784927867353,0.0023
157468,292,59.66,59.66,538,3292,0.04,78336,3.3366579663124867,0.0023
157768,292,60.12,60.12,539,3296,0.04,78464,3.6113465694361366,0.0023
158041,292,61.74,61.74,539,3300,0.04,78592,2.854568745184224,0.0023
158225,293,62.79,62.79,539,3304,0.04,78720,3.4872403429471888,0.0023
158664,293,66.23,66.23,540,3308,0.04,78848,2.7644133323337883,0.0023
158857,293,65.27,65.27,540,3312,0.04,78976,3.4304214069852605,0.0023
159699,294,72.48,72.48,542,3316,0.04,79360,3.1836586840217933,0.0023
160405,295,78.49,78.49,543,3320,0.04,79744,3.1721398316149134,0.0023
160600,295,77.53,77.53,543,3324,0.04,79872,2.6758960279403254,0.0023
160678,295,75.94,75.94,543,3328,0.04,,,
160763,295,73.24,73.24,543,3332,0.04,,,
161061,296,74.97,74.97,544,3336,0.04,80128,3.01836167863803,0.0023
161177,296,73.01,73.01,544,3340,0.04,,,
161387,296,72.78,72.78,544,3344,0.04,80256,3.27293069800362,0.0023
161666,296,71.32,71.32,545,3348,0.04,80384,2.922122804855462,0.0023
161959,296,71.48,71.48,545,3352,0.04,80512,3.483946509542875,0.0023
162615,297,76.11,76.11,546,3356,0.04,80896,3.165007093339227,0.0023
162898,297,76.66,76.66,546,3360,0.04,81024,2.8022556530777365,0.0023
163045,298,75.71,75.71,547,3364,0.04,,,
163265,298,76.89,76.89,547,3368,0.04,81152,3.111547947046347,0.0023
163427,299,76.8,76.8,546,3372,0.04,81280,2.9567318235640414,0.0023
163511,299,73.91,73.91,546,3376,0.04,,,
163676,299,71.5,71.5,545,3380,0.04,81408,3.2493656361475587,0.0023
163786,299,69.16,69.16,545,3384,0.04,,,
164051,300,69.55,69.55,545,3388,0.04,81536,2.7969080913753714,0.0023
164446,302,69.78,69.78,543,3392,0.04,81792,3.1983541448717006,0.0023
164515,302,67.47,67.47,543,3396,0.04,,,
164601,302,65.6,65.6,543,3400,0.04,,,
165181,305,69.56,69.56,541,3404,0.04,82176,2.856795081170276,0.0023
165630,306,69.66,69.66,540,3408,0.04,82304,3.080819699272979,0.0023
166252,309,73.95,73.95,537,3412,0.04,82688,3.1105484860308934,0.0023
166488,310,67.89,67.89,536,3416,0.04,82816,2.991262129857205,0.0023
166701,311,62.96,62.96,535,3420,0.04,82944,2.676781692483928,0.0023
166781,311,61.81,61.81,535,3424,0.04,,,
166874,311,61.96,61.96,535,3428,0.04,,,
167096,311,63.33,63.33,535,3432,0.04,83072,2.97551991493674,0.0023
167463,312,64.02,64.02,536,3436,0.04,83328,3.089303713175468,0.0023
167778,312,66.01,66.01,536,3440,0.04,83456,2.9539670633967035,0.0023
167918,312,65.31,65.31,537,3444,0.04,,,
168111,312,64.45,64.45,537,3448,0.04,83584,2.9071501851431094,0.0023
168426,313,64.67,64.67,537,3452,0.04,83712,2.495253975968808,0.0023
168792,313,61.77,61.77,538,3456,0.04,83968,2.383751924848184,0.0023
169044,313,61.46,61.46,538,3460,0.04,84096,3.026824637548998,0.0023
169239,314,61.94,61.94,538,3464,0.04,84224,2.725440730690025,0.0023
169538,314,62.73,62.73,539,3468,0.04,84352,3.248006271896884,0.0023
169589,314,61.62,61.62,539,3472,0.04,,,
169646,314,61.35,61.35,539,3476,0.04,,,
169698,314,60.22,60.22,539,3480,0.04,,,
169777,314,59.91,59.91,539,3484,0.04,84480,2.6852938996162266,0.0023
169855,314,58.04,58.04,539,3488,0.04,,,
169930,314,54.84,54.84,539,3492,0.04,,,
170001,315,54.86,54.86,539,3496,0.04,84608,3.1664582100347616,0.0023
170066,315,54.65,54.65,539,3500,0.04,,,
170129,315,49.48,49.48,539,3504,0.04,,,
170191,315,45.61,45.61,540,3508,0.04,,,
170259,315,40.07,40.07,539,3512,0.04,84736,2.834837473288644,0.0023
170324,315,38.36,38.36,540,3516,0.04,,,
170387,315,36.86,36.86,540,3520,0.04,,,
170450,315,36.69,36.69,540,3524,0.04,,,
170513,315,36.39,36.39,540,3528,0.04,84864,2.7952327360399067,0.0023
170575,315,34.79,34.79,540,3532,0.04,,,
170638,315,31.75,31.75,540,3536,0.04,,,
170695,315,29.17,29.17,540,3540,0.04,,,
170753,315,28.35,28.35,540,3544,0.04,84992,3.0972826522774994,0.0023
170819,315,27.08,27.08,540,3548,0.04,,,
170883,315,24.57,24.57,540,3552,0.04,,,
170942,315,21.5,21.5,541,3556,0.04,,,
171004,315,19.6,19.6,541,3560,0.04,,,
171068,316,18.29,18.29,540,3564,0.04,85120,3.090407757787034,0.0023
171135,316,15.97,15.97,541,3568,0.04,,,
171209,316,16.2,16.2,541,3572,0.04,,,
171280,316,16.34,16.34,541,3576,0.04,85248,3.0583636631490663,0.0023
171354,316,16.56,16.56,541,3580,0.04,,,
171427,316,16.5,16.5,541,3584,0.04,,,
171503,316,16.48,16.48,541,3588,0.04,,,
171580,316,16.5,16.5,541,3592,0.04,85376,3.416667972342111,0.0023
171654,316,16.53,16.53,541,3596,0.04,,,
171729,316,16.63,16.63,542,3600,0.04,,,
171847,317,17.18,17.18,541,3604,0.04,85504,3.5050809180829674,0.0023
172013,317,18.22,18.22,542,3608,0.04,,,
172323,317,20.64,20.64,542,3612,0.04,85760,3.460162621573545,0.0023
172456,317,21.32,21.32,542,3616,0.04,,,
172666,317,22.79,22.79,543,3620,0.04,85888,3.0807096948847175,0.0023
173048,318,25.98,25.98,543,3624,0.04,86016,3.026480349129997,0.0023
173512,318,29.99,29.99,544,3628,0.04,86272,3.0277645422611386,0.0023
174415,322,38.4,38.4,540,3632,0.04,86784,3.694820773904212,0.0023
175745,328,51.07,51.07,535,3636,0.04,87424,2.78111420373898,0.0023
177127,329,64.32,64.32,537,3640,0.04,88064,3.5255283368751407,0.0023
178193,330,74.4,74.4,538,3644,0.04,88704,3.2014245267491788,0.0023
178985,331,81.66,81.66,539,3648,0.04,89088,3.542911697877571,0.0023
179744,332,88.61,88.61,540,3652,0.04,89472,3.601587414217647,0.0023
180270,333,93.28,93.28,541,3656,0.04,89728,2.98337910824921,0.0023
180325,333,93.21,93.21,541,3660,0.04,,,
180473,333,94.05,94.05,541,3664,0.04,,,
180535,333,94.0,94.0,541,3668,0.04,89856,3.243095960293431,0.0023
180589,333,93.8,93.8,541,3672,0.04,,,
180653,333,93.73,93.73,541,3676,0.04,,,
180721,333,93.67,93.67,541,3680,0.04,,,
181019,334,95.92,95.92,541,3684,0.04,90112,3.0252418807940558,0.0023
181078,334,95.75,95.75,542,3688,0.04,,,
181140,334,95.6,95.6,542,3692,0.04,,,
181213,334,95.59,95.59,542,3696,0.04,,,
181466,334,97.37,97.37,542,3700,0.04,90240,3.331214514444582,0.0023
181550,335,97.03,97.03,541,3704,0.04,90368,3.6978067584568635,0.0023
181634,335,96.21,96.21,541,3708,0.04,,,
181729,335,94.06,94.06,542,3712,0.04,,,
182176,337,97.2,97.2,540,3716,0.04,90624,3.5539769070455804,0.0023
182737,337,100.71,100.71,540,3720,0.04,90880,3.3598719217116013,0.0023
183216,339,101.68,101.68,538,3724,0.04,91136,2.8649058629525825,0.0023
183684,342,101.72,101.72,536,3728,0.04,91392,3.116171201108955,0.0023
183983,343,95.68,95.68,536,3732,0.04,91520,3.6130481944419444,0.0023
184178,344,84.33,84.33,535,3736,0.04,91648,3.5813416886376217,0.0023
184711,346,75.84,75.84,533,3740,0.04,91904,3.3001190681243315,0.0023
185215,348,70.22,70.22,531,3744,0.04,92160,2.914465503068641,0.0023
185295,348,63.1,63.1,531,3748,0.04,,,
185365,349,56.21,56.21,530,3752,0.04,92288,2.8786124436883256,0.0023
185521,349,52.51,52.51,530,3756,0.04,,,
185925,351,56.0,56.0,528,3760,0.04,92544,3.5337906532222405,0.0023
186254,351,57.81,57.81,529,3764,0.04,92672,2.6968926179688424,0.0023
186479,352,59.44,59.44,529,3768,0.04,92800,2.9792879208689556,0.0023
186769,352,61.8,61.8,529,3772,0.04,92928,2.988702629227191,0.0023
186973,352,63.2,63.2,530,3776,0.04,93056,2.9064858263591304,0.0023
187137,353,64.16,64.16,529,3780,0.04,93184,3.0195878107333556,0.0023
187453,354,64.34,64.34,528,3784,0.04,93312,2.9382132136961445,0.0023
187811,355,67.33,67.33,527,3788,0.04,93440,2.8344045971171,0.0023
188456,359,73.16,73.16,524,3792,0.04,93824,3.354449203470722,0.0023
188729,360,75.16,75.16,524,3796,0.04,93952,3.290001481655054,0.0023
188852,360,73.86,73.86,524,3800,0.04,,,
189104,360,75.54,75.54,524,3804,0.04,94080,3.112221397459507,0.0023
189284,361,76.5,76.5,523,3808,0.04,94208,3.530250730109401,0.0023
189613,362,78.84,78.84,522,3812,0.04,94336,3.964601223007776,0.0023
190030,364,78.54,78.54,521,3816,0.04,94592,3.0168515002005734,0.0023
190433,365,76.96,76.96,520,3820,0.04,94720,3.3315327940508723,0.0023
190566,366,73.5,73.5,519,3824,0.04,94848,3.287488101515919,0.0023
190734,367,70.5,70.5,518,3828,0.04,94976,3.3905493679339997,0.0023
190829,367,68.46,68.46,518,3832,0.04,,,
190925,367,67.47,67.47,518,3836,0.04,,,
191402,369,66.91,66.91,517,3840,0.04,95232,3.070522222085856,0.0023
191698,371,64.83,64.83,516,3844,0.04,95360,3.287609445047565,0.0023
192035,373,67.4,67.4,514,3848,0.04,95616,3.053727080579847,0.0023
192305,374,69.4,69.4,514,3852,0.04,95744,2.9557078442303464,0.0023
192483,374,69.62,69.62,514,3856,0.04,,,
192883,374,69.58,69.58,514,3860,0.04,96000,2.9896405092440546,0.0023
193106,375,68.52,68.52,513,3864,0.04,96128,2.7906311428523622,0.0023
193186,375,67.07,67.07,513,3868,0.04,,,
193445,376,66.76,66.76,513,3872,0.04,96256,3.037433418096043,0.0023
193803,378,68.3,68.3,511,3876,0.04,96512,2.7282667965628207,0.0023
193898,378,67.61,67.61,511,3880,0.04,,,
194131,379,66.78,66.78,510,3884,0.04,96640,2.50934071658412,0.0023
194735,380,69.24,69.24,511,3888,0.04,96896,2.657367532956414,0.0023
195123,382,66.67,66.67,510,3892,0.04,97152,2.557914382137824,0.0023
195214,382,64.85,64.85,510,3896,0.04,,,
195289,382,64.37,64.37,510,3900,0.04,,,
195676,384,65.72,65.72,509,3904,0.04,97408,3.247790592140518,0.0023
196231,385,69.47,69.47,508,3908,0.04,97664,2.95033051725477,0.0023
197304,389,76.91,76.91,506,3912,0.04,98176,2.6317430930794217,0.0023
197556,390,75.26,75.26,505,3916,0.04,98304,2.503171774209477,0.0023
197984,391,75.51,75.51,505,3920,0.04,98560,2.715589454222936,0.0023
198587,392,80.21,80.21,505,3924,0.04,98816,2.729824461217504,0.0023
198949,393,82.15,82.15,506,3928,0.04,99072,3.304016713052988,0.0023
199189,394,83.6,83.6,505,3932,0.04,99200,2.7510992758907378,0.0023
199402,394,84.77,84.77,505,3936,0.04,,,
199704,396,83.02,83.02,504,3940,0.04,99456,2.6064790952659678,0.0023
199904,396,82.06,82.06,504,3944,0.04,,,
200322,396,82.87,82.87,504,3948,0.04,99712,2.8067203001119196,0.0023
200597,397,82.92,82.92,505,3952,0.04,99840,2.361247723456472,0.0023
200677,397,81.94,81.94,505,3956,0.04,,,
200758,397,78.75,78.75,505,3960,0.04,99968,2.875836474762764,0.0023
201078,397,79.72,79.72,505,3964,0.04,100096,2.803474964457564,0.0023
201556,398,83.7,83.7,506,3968,0.04,100352,2.7271854387945496,0.0023
201918,398,84.73,84.73,506,3972,0.04,100480,2.210819379426539,0.0023
202257,399,84.54,84.54,506,3976,0.04,100736,2.6585048614651896,0.0023
202321,399,84.23,84.23,507,3980,0.04,,,
202409,399,82.78,82.78,507,3984,0.04,,,
202623,399,78.88,78.88,507,3988,0.04,100864,2.435612403671257,0.0023
202966,399,78.43,78.43,507,3992,0.04,100992,2.5936937753576785,0.0023
203311,400,80.97,80.97,508,3996,0.04,101248,2.77963785052998,0.0023
203792,400,85.03,85.03,508,4000,0.04,101504,2.5739946152898483,0.0023
204330,401,86.54,86.54,509,4004,0.04,101760,2.4471199901308864,0.0023
205142,402,89.11,89.11,510,4008,0.04,102144,2.575832669477677,0.0023
206231,403,89.27,89.27,511,4012,0.04,102656,2.4505069154547527,0.0023
207011,404,94.55,94.55,512,4016,0.04,103040,2.537730655312771,0.0023
207160,404,91.76,91.76,512,4020,0.04,103168,2.207212212088052,0.0023
208043,405,94.56,94.56,513,4024,0.04,103552,2.340568454237655,0.0023
208194,405,92.45,92.45,513,4028,0.04,103680,2.601278393936809,0.0023
208267,405,90.78,90.78,513,4032,0.04,,,
209354,406,99.52,99.52,514,4036,0.04,104192,2.337669290136546,0.0023
210015,407,103.11,103.11,515,4040,0.04,104576,2.3123708072234876,0.0023
210613,408,107.09,107.09,515,4044,0.04,104832,1.9840957355918363,0.0023
210845,408,105.23,105.23,516,4048,0.04,104960,2.3090281159384176,0.0023
211537,409,109.4,109.4,516,4052,0.04,105344,2.2123317969962955,0.0023
211631,409,109.54,109.54,517,4056,0.04,,,
211707,409,109.49,109.49,517,4060,0.04,,,
211827,409,107.49,107.49,517,4064,0.04,105472,2.139662451343611,0.0023
212189,410,106.33,106.33,516,4068,0.04,105600,2.437424890056718,0.0023
212920,413,110.02,110.02,514,4072,0.04,105984,2.5197039103950374,0.0023
213348,415,110.91,110.91,513,4076,0.04,106240,2.8221464378293604,0.0023
213783,415,114.62,114.62,514,4080,0.04,106496,2.63280549866613,0.0023
214251,416,118.42,118.42,514,4084,0.04,106624,2.2738403773400933,0.0023
214771,416,121.48,121.48,515,4088,0.04,106880,2.354030048009008,0.0023
214974,416,120.08,120.08,515,4092,0.04,107008,2.460837165825069,0.0023
215202,417,118.91,118.91,515,4096,0.04,107136,2.0342577411793172,0.0023
215390,417,115.98,115.98,515,4100,0.04,107264,2.5153384461300448,0.0023
215696,417,113.66,113.66,516,4104,0.04,107392,2.1954827169538476,0.0023
215868,418,107.26,107.26,515,4108,0.04,107520,2.32289319508709,0.0023
215958,418,97.27,97.27,515,4112,0.04,,,
216280,419,92.69,92.69,515,4116,0.04,107648,2.333687623438891,0.0023
216729,420,95.69,95.69,515,4120,0.04,107904,1.92353133688448,0.0023
216959,420,89.16,89.16,515,4124,0.04,108032,2.0131670103874058,0.0023
217207,421,90.13,90.13,515,4128,0.04,108160,2.3010838343179785,0.0023
217504,421,92.37,92.37,516,4132,0.04,108288,2.0533784645376727,0.0023
218033,421,86.79,86.79,516,4136,0.04,108544,2.4352879270445555,0.0023
218305,422,82.9,82.9,517,4140,0.04,108672,2.177975612867158,0.0023
218557,422,79.44,79.44,517,4144,0.04,108800,2.123621860926505,0.0023
218782,422,79.37,79.37,517,4148,0.04,108928,2.1133060809224844,0.0023
218865,422,73.28,73.28,517,4152,0.04,,,
219394,423,77.63,77.63,518,4156,0.04,109312,2.2219494028249756,0.0023
219870,423,81.63,81.63,518,4160,0.04,109440,2.3144299525301903,0.0023
220527,424,87.0,87.0,519,4164,0.04,109824,2.0881451695458964,0.0023
221085,425,88.96,88.96,519,4168,0.04,110080,2.2013769118348137,0.0023
221773,425,88.53,88.53,520,4172,0.04,110464,2.2233449451159686,0.0023
222052,426,87.04,87.04,520,4176,0.04,110592,1.9913641727762297,0.0023
222922,427,91.39,91.39,521,4180,0.04,110976,2.2311154359485954,0.0023
223269,427,90.18,90.18,522,4184,0.04,111232,2.092185712477658,0.0023
224164,428,93.93,93.93,523,4188,0.04,111616,1.966382131096907,0.0023
224787,429,98.13,98.13,523,4192,0.04,112000,1.6861754861893132,0.0023
225157,429,99.55,99.55,524,4196,0.04,112128,1.8532231313874945,0.0023
225619,430,102.29,102.29,524,4200,0.04,112384,2.355508534121327,0.0023
225975,430,102.79,102.79,524,4204,0.04,112512,2.007783471781295,0.0023
226321,430,104.53,104.53,525,4208,0.04,112768,1.9525249187718146,0.0023
227085,431,111.27,111.27,525,4212,0.04,113152,2.1557959094061516,0.0023
228445,436,121.65,121.65,523,4216,0.04,113792,2.1570646233740263,0.0023
228741,437,120.12,120.12,523,4220,0.04,113920,1.8770173409720883,0.0023
229260,438,123.01,123.01,522,4224,0.04,114176,2.0260839862166904,0.0023
229606,438,123.99,123.99,523,4228,0.04,114304,1.9831469697528519,0.0023
229886,440,123.82,123.82,522,4232,0.04,114432,2.107319875038229,0.0023
230445,443,124.12,124.12,519,4236,0.04,114816,1.9583688156562857,0.0023
230907,443,126.02,126.02,520,4240,0.04,114944,1.9022084778407589,0.0023
231586,444,130.29,130.29,520,4244,0.04,115328,1.9654405759065412,0.0023
232012,445,132.3,132.3,521,4248,0.04,115584,1.8438352094381116,0.0023
232152,445,132.87,132.87,521,4252,0.04,,,
232302,445,129.08,129.08,521,4256,0.04,115712,2.2134270326350816,0.0023
232466,445,125.96,125.96,521,4260,0.04,115840,2.359380792477168,0.0023
232846,446,123.19,123.19,522,4264,0.04,115968,2.003479611943476,0.0023
233231,446,121.46,121.46,522,4268,0.04,116224,2.13773200311698,0.0023
233300,446,115.27,115.27,522,4272,0.04,,,
233371,446,113.19,113.19,522,4276,0.04,,,
233459,446,105.37,105.37,522,4280,0.04,,,
233758,448,104.89,104.89,521,4284,0.04,116480,2.287749725219328,0.0023
233821,448,96.57,96.57,521,4288,0.04,,,
233900,448,91.13,91.13,521,4292,0.04,,,
233954,448,87.97,87.97,521,4296,0.04,,,
234180,449,85.61,85.61,521,4300,0.04,116608,2.187982723931782,0.0023
234495,450,85.2,85.2,520,4304,0.04,116736,2.2397979662637226,0.0023
234591,450,82.7,82.7,520,4308,0.04,116864,1.6729037671466358,0.0023
234687,450,76.02,76.02,520,4312,0.04,,,
234732,450,62.87,62.87,521,4316,0.04,,,
235329,451,65.88,65.88,521,4320,0.04,117248,2.1046844394295476,0.0023
235853,451,65.93,65.93,521,4324,0.04,117504,1.780964498699177,0.0023
236380,452,67.74,67.74,522,4328,0.04,117760,1.9167810444487259,0.0023
236472,452,65.86,65.86,522,4332,0.04,,,
236758,452,63.13,63.13,522,4336,0.04,117888,1.736905020661652,0.0023
237365,453,64.58,64.58,523,4340,0.04,118272,1.8902555163949728,0.0023
237699,453,61.13,61.13,523,4344,0.04,118400,1.8982935112144332,0.0023
238148,454,61.36,61.36,524,4348,0.04,118656,1.9509686672245152,0.0023
238254,454,61.02,61.02,524,4352,0.04,,,
238678,456,63.76,63.76,522,4356,0.04,118912,1.9298387498711236,0.0023
239023,457,65.57,65.57,522,4360,0.04,119040,2.1100415784167126,0.0023
239366,459,65.2,65.2,520,4364,0.04,119296,2.2052879851544276,0.0023
240164,461,69.33,69.33,520,4368,0.04,119680,2.027325173956342,0.0023
240421,461,71.21,71.21,520,4372,0.04,119808,2.07498621288687,0.0023
240739,462,73.68,73.68,520,4376,0.04,119936,2.0896299445885234,0.0023
241059,462,76.0,76.0,521,4380,0.04,120064,2.210833472374361,0.0023
241817,463,80.59,80.59,522,4384,0.04,120448,2.2078379783197306,0.0023
241993,463,81.72,81.72,522,4388,0.04,120576,2.0277073294855654,0.0023
242344,463,84.44,84.44,522,4392,0.04,120704,2.1350322366924956,0.0023
243111,464,91.57,91.57,523,4396,0.04,121088,2.0784395541995764,0.0023
243610,465,94.3,94.3,523,4400,0.04,121344,2.1002010287484154,0.0023
243935,465,94.4,94.4,524,4404,0.04,121472,2.253541518235579,0.0023
244251,465,96.6,96.6,524,4408,0.04,121728,2.3688428013119847,0.0023
244535,466,98.48,98.48,523,4412,0.04,121856,1.8504445077269338,0.0023
245106,467,103.74,103.74,524,4416,0.04,122112,2.1693665985949337,0.0023
245364,467,100.35,100.35,524,4420,0.04,122240,1.9503205625223927,0.0023
245804,468,99.51,99.51,524,4424,0.04,122496,1.7890318676363677,0.0023
246409,468,100.29,100.29,525,4428,0.04,122752,1.7773452720139176,0.0023
247480,470,110.08,110.08,526,4432,0.04,123264,1.7459229215746745,0.0023
248145,470,113.87,113.87,526,4436,0.04,123648,1.7484490745700896,0.0023
248459,471,110.94,110.94,527,4440,0.04,123776,1.8362351238029078,0.0023
248990,471,112.91,112.91,527,4444,0.04,124032,1.984652139537502,0.0023
249339,472,111.91,111.91,528,4448,0.04,124160,1.7122112283250317,0.0023
249907,472,116.53,116.53,528,4452,0.04,124544,1.8240591128123924,0.0023
250396,474,117.18,117.18,527,4456,0.04,124800,1.9524517369573005,0.0023
250810,476,117.87,117.87,526,4460,0.04,124928,1.7564031738438644,0.0023
251199,478,118.33,118.33,525,4464,0.04,125184,1.7558487417991273,0.0023
251465,478,113.01,113.01,525,4468,0.04,125312,1.736322572658537,0.0023
251764,478,113.43,113.43,525,4472,0.04,125440,1.623620217142161,0.0023
252615,479,118.76,118.76,526,4476,0.04,125824,1.8855810438399203,0.0023
254615,481,135.56,135.56,528,4480,0.04,126848,1.6050514948437922,0.0023
256615,484,147.98,147.98,529,4484,0.04,127872,1.6410556672490202,0.0023
258289,486,162.96,162.96,531,4488,0.04,128640,1.437590129673481,0.0023
259803,487,174.59,174.59,532,4492,0.04,129408,1.3106069253990427,0.0023
261347,489,182.36,182.36,533,4496,0.04,130176,1.5842022708966397,0.0023
262151,490,185.41,185.41,534,4500,0.04,130688,1.3902428389410488,0.0023
263277,491,193.42,193.42,535,4504,0.04,131200,1.5623295705299824,0.0023
263370,491,191.19,191.19,535,4508,0.04,,,
264118,492,195.83,195.83,536,4512,0.04,131584,1.421526012942195,0.0023
264658,494,195.52,195.52,535,4516,0.04,131840,1.5994704756885767,0.0023
264898,495,195.34,195.34,534,4520,0.04,131968,1.528636102215387,0.0023
265222,497,194.18,194.18,533,4524,0.04,132224,1.4916765063535422,0.0023
265517,498,191.08,191.08,533,4528,0.04,132352,1.541233799944166,0.0023
266562,502,190.82,190.82,530,4532,0.04,132864,1.184407812426798,0.0023
267672,506,195.27,195.27,528,4536,0.04,133376,1.18217418435961,0.0023
267990,507,195.31,195.31,527,4540,0.04,133504,1.5393311297520995,0.0023
268522,509,195.32,195.32,526,4544,0.04,133760,1.598033910326194,0.0023
269103,513,197.64,197.64,524,4548,0.04,134144,1.6099823980475776,0.0023
270342,514,204.35,204.35,525,4552,0.04,134784,1.433499435253907,0.0023
271939,516,215.43,215.43,526,4556,0.04,135552,1.4538222198025323,0.0023
272729,517,219.19,219.19,527,4560,0.04,135936,1.23117856902536,0.0023
273727,518,225.28,225.28,527,4564,0.04,136448,1.1325931808096357,0.0023
273944,518,224.79,224.79,528,4568,0.04,136576,1.2725953759509139,0.0023
274287,519,225.23,225.23,528,4572,0.04,136704,1.333894009992946,0.0023
274721,519,221.06,221.06,528,4576,0.04,136960,1.071977643034188,0.0023
274861,519,202.46,202.46,528,4580,0.04,,,
275601,520,189.86,189.86,529,4584,0.04,137344,1.2542645776411518,0.0023
276180,521,178.91,178.91,530,4588,0.04,137600,1.4021695288538467,0.0023
277206,522,174.03,174.03,530,4592,0.04,138112,1.3179130466887727,0.0023
278270,524,169.23,169.23,530,4596,0.04,138624,1.298993219708791,0.0023
279144,525,169.93,169.93,531,4600,0.04,139136,1.4995204127044417,0.0023
279838,526,165.61,165.61,531,4604,0.04,139520,1.2769405698927585,0.0023
279908,526,165.38,165.38,531,4608,0.04,,,
279983,526,158.65,158.65,531,4612,0.04,,,
280054,526,153.96,153.96,531,4616,0.04,,,
280644,529,157.46,157.46,529,4620,0.04,139904,1.3198856648814399,0.0023
281515,531,162.93,162.93,529,4624,0.04,140288,1.3381460910313763,0.0023
282781,532,172.64,172.64,530,4628,0.04,140928,1.4109335186949465,0.0023
283355,535,167.93,167.93,529,4632,0.04,141184,1.1328456503106281,0.0023
283940,538,162.68,162.68,527,4636,0.04,141568,1.0404072934179567,0.0023
284964,542,169.74,169.74,524,4640,0.04,142080,0.9993719237972982,0.0023
285520,545,169.98,169.98,523,4644,0.04,142336,1.0666807492088992,0.0023
285883,546,167.8,167.8,523,4648,0.04,142464,1.1950166183523834,0.0023
287253,552,169.11,169.11,519,4652,0.04,143232,1.0776404444186483,0.0023
287410,552,154.71,154.71,519,4656,0.04,,,
288663,554,159.34,159.34,520,4660,0.04,143872,1.1456999735091813,0.0023
289580,555,158.53,158.53,521,4664,0.04,144384,1.2255985843366943,0.0023
289735,555,157.91,157.91,521,4668,0.04,,,
290127,557,158.4,158.4,520,4672,0.04,144640,1.0409940391255077,0.0023
290289,557,155.68,155.68,520,4676,0.04,,,
291080,561,162.19,162.19,517,4680,0.04,145152,1.1479242023197003,0.0023
292255,563,166.54,166.54,518,4684,0.04,145664,1.0620036572217941,0.0023
292872,566,166.92,166.92,516,4688,0.04,146048,1.2072421060147462,0.0023
292999,566,157.93,157.93,517,4692,0.04,,,
293122,566,148.52,148.52,517,4696,0.04,146176,1.2858336369681638,0.0023
293217,566,140.73,140.73,517,4700,0.04,,,
293336,566,134.98,134.98,517,4704,0.04,,,
293713,567,138.05,138.05,517,4708,0.04,146432,1.1232982074143365,0.0023
294281,568,142.98,142.98,518,4712,0.04,146688,0.9376408181997249,0.0023
294969,568,149.15,149.15,518,4716,0.04,147072,0.9187303125363542,0.0023
295460,569,148.16,148.16,518,4720,0.04,147328,1.2748093144764425,0.0023
295551,569,140.36,140.36,518,4724,0.04,,,
295632,569,128.51,128.51,519,4728,0.04,,,
295973,570,126.18,126.18,519,4732,0.04,147584,1.1388321231206646,0.0023
296396,570,124.56,124.56,519,4736,0.04,147712,1.0558028394298162,0.0023
296506,570,115.42,115.42,519,4740,0.04,147840,1.0308633254171582,0.0023
296668,570,111.48,111.48,519,4744,0.04,,,
296777,571,108.94,108.94,519,4748,0.04,147968,0.9935375531204045,0.0023
296881,571,96.28,96.28,519,4752,0.04,,,
297072,572,96.62,96.62,519,4756,0.04,148096,0.8003485493682092,0.0023
297418,572,87.55,87.55,519,4760,0.04,148224,1.0878563396981917,0.0023
297819,572,82.39,82.39,519,4764,0.04,148480,1.1088911657134304,0.0023
298119,573,83.84,83.84,520,4768,0.04,148608,1.2053149957428104,0.0023
298309,573,81.82,81.82,520,4772,0.04,148736,1.0178872693213634,0.0023
298372,573,80.83,80.83,520,4776,0.04,,,
298438,573,73.58,73.58,520,4780,0.04,,,
298823,574,65.68,65.68,520,4784,0.04,148992,1.1001176233839942,0.0023
299294,574,64.22,64.22,520,4788,0.04,149248,1.0031548960396321,0.0023
299360,574,63.61,63.61,520,4792,0.04,,,
299434,574,63.12,63.12,521,4796,0.04,,,
299518,574,63.01,63.01,521,4800,0.04,,,
299584,575,62.48,62.48,520,4804,0.04,149376,1.1644747377504245,0.0023
299660,575,59.47,59.47,520,4808,0.04,,,
299718,575,54.37,54.37,520,4812,0.04,,,
