train/value_loss,time/fps,train/entropy_loss,train/learning_rate,time/time_elapsed,train/policy_loss,time/iterations,train/explained_variance,time/total_timesteps,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean
0.00021710786677431315,3150,-0.3758249878883362,0.0007,12,0.0008239172166213393,7900,-63.6302490234375,39500,117.92,7899,117.92
0.00021520929294638336,3151,-0.25893983244895935,0.0007,12,0.0013296515680849552,8000,-21.914438247680664,40000,122.82,7999,122.82
0.00031789965578354895,3152,-0.15720339119434357,0.0007,12,-0.02866787649691105,8100,-1090.390869140625,40500,127.73,8099,127.73
3.406131872907281e-05,3154,-0.30447807908058167,0.0007,12,-0.0004831684345845133,8200,0.43377768993377686,41000,132.64,8199,132.64
0.0002437872317386791,3155,-0.2895487844944,0.0007,13,-0.004011074546724558,8300,-68.78814697265625,41500,137.53,8299,137.53
5.583361416938715e-05,3156,-0.22171828150749207,0.0007,13,-0.0024893861263990402,8400,-37.575496673583984,42000,142.43,8399,142.43
8.028442607610486e-06,3157,-0.31968897581100464,0.0007,13,0.0002258267777506262,8500,-1.7387900352478027,42500,147.33,8499,147.33
0.00010707038745749742,3157,-0.4015737473964691,0.0007,13,-0.0035397522151470184,8600,-20.568645477294922,43000,152.22,8599,152.22
1.8402759451419115e-05,3158,-0.20249173045158386,0.0007,13,0.0002250216930406168,8700,-159.29249572753906,43500,157.12,8699,157.12
5.2031478844583035e-05,3159,-0.35942262411117554,0.0007,13,-0.0017866191919893026,8800,-5.230798721313477,44000,162.01,8799,162.01
7.565587111457717e-06,3160,-0.38467657566070557,0.0007,14,-0.00033603436895646155,8900,-1244.331787109375,44500,166.91,8899,166.91
9.887257874652278e-06,3161,-0.1742275357246399,0.0007,14,-0.00014202544116415083,9000,-0.04636549949645996,45000,171.78,8999,171.78
4.610640644386876e-06,3162,-0.15867896378040314,0.0007,14,7.3991745921375696e-06,9100,-13.560481071472168,45500,176.64,9099,176.64
1.3750616744800936e-05,3163,-0.17149214446544647,0.0007,14,-0.00014947586169000715,9200,-4.87008810043335,46000,181.51,9199,181.51
2.1702958292735275e-06,3163,-0.21120020747184753,0.0007,14,8.257950685219839e-05,9300,-7.036991119384766,46500,186.4,9299,186.4
7.0792739279568195e-06,3164,-0.4192522466182709,0.0007,14,-0.00020757262245751917,9400,-20.601898193359375,47000,191.27,9399,191.27
4.133139555051457e-06,3165,-0.37256914377212524,0.0007,15,-8.887067815521732e-05,9500,-745.82080078125,47500,196.17,9499,196.17
1.5011709365353454e-05,3165,-0.36844581365585327,0.0007,15,-0.0010801430325955153,9600,-0.42247796058654785,48000,201.05,9599,201.05
2.4816825316520408e-05,3166,-0.40554651618003845,0.0007,15,-0.0034874523989856243,9700,-13.238458633422852,48500,205.93,9699,205.93
3.697897682286566e-06,3167,-0.31889787316322327,0.0007,15,-0.0002867766306735575,9800,0.4391205906867981,49000,210.8,9799,210.8
6.237649358808994e-06,3167,-0.33376383781433105,0.0007,15,0.0002146435435861349,9900,-3094.076416015625,49500,215.67,9899,215.67
9.728665645525325e-06,3166,-0.2725140154361725,0.0007,15,-0.0015815712977200747,10000,-10.828346252441406,50000,220.55,9999,220.55
2.372113613091642e-06,3167,-0.36796459555625916,0.0007,15,-0.00030044993036426604,10100,0.5997426509857178,50500,225.41,10099,225.41
2.5092740543186665e-06,3167,-0.24238073825836182,0.0007,16,0.0001259915588889271,10200,-15058.4990234375,51000,230.24,10199,230.24
1.5358324390035705e-06,3167,-0.2687903046607971,0.0007,16,-0.00017235102131962776,10300,-5.309417724609375,51500,235.11,10299,235.11
1.7145066522061825e-06,3167,-0.2893727719783783,0.0007,16,-0.00038574953214265406,10400,-28.065885543823242,52000,239.97,10399,239.97
5.134707407705719e-06,3168,-0.423490434885025,0.0007,16,0.001638435060158372,10500,-1.7585675716400146,52500,244.79,10499,244.79
2.8555746212077793e-06,3169,-0.406646728515625,0.0007,16,-0.0004990835441276431,10600,0.5806323885917664,53000,249.61,10599,249.61
1.9193744265066925e-06,3169,-0.36531633138656616,0.0007,16,-0.00033927365439012647,10700,-164.79554748535156,53500,254.49,10699,254.49
1.390860461469856e-06,3170,-0.4027251601219177,0.0007,17,-0.00017370461137034,10800,-33.20610046386719,54000,259.31,10799,259.31
9.941647476807702e-06,3170,-0.35622480511665344,0.0007,17,0.0009353893110528588,10900,-46.762413024902344,54500,264.18,10899,264.18
2.0438687897694763e-06,3171,-0.2523975968360901,0.0007,17,-0.00010556082997936755,11000,-0.4160182476043701,55000,269.04,10999,269.04
3.1734817440565166e-08,3172,-0.29125428199768066,0.0007,17,-2.4888682673918083e-05,11100,-0.6134742498397827,55500,273.87,11099,273.87
1.106760478819524e-07,3171,-0.3795127272605896,0.0007,17,-9.022881567943841e-05,11200,-59.83333206176758,56000,278.74,11199,278.74
5.059991963207722e-07,3170,-0.3336738049983978,0.0007,17,-1.1968616036028834e-06,11300,-1.3740344047546387,56500,283.62,11299,283.62
2.899882474594051e-06,3169,-0.3616679906845093,0.0007,17,-0.0007080883951857686,11400,0.31344228982925415,57000,288.47,11399,288.47
2.9513844310713466e-06,3170,-0.19305208325386047,0.0007,18,9.503668115939945e-05,11500,-14.553801536560059,57500,293.35,11499,293.35
1.2838979728257982e-06,3170,-0.3978908658027649,0.0007,18,-0.00022066854580771178,11600,-23.57691192626953,58000,298.21,11599,298.21
1.4600809095099976e-07,3171,-0.08918008953332901,0.0007,18,5.344370947568677e-06,11700,-7.085206985473633,58500,303.02,11699,303.02
3.696302997013845e-07,3167,-0.2680203318595886,0.0007,18,-0.00014061768888495862,11800,-4.325745582580566,59000,307.87,11799,307.87
4.5584747567772865e-06,3168,-0.22617462277412415,0.0007,18,0.00022086074750404805,11900,-3.1595120429992676,59500,312.65,11899,312.65
3.63345020559791e-06,3168,-0.1477457582950592,0.0007,18,0.0007518452475778759,12000,-193.62374877929688,60000,317.39,11999,317.39
1.0724877483880846e-06,3169,-0.1792418658733368,0.0007,19,-0.0005484976572915912,12100,-4.3788981437683105,60500,322.18,12099,322.18
2.106616648234194e-06,3170,-0.26386722922325134,0.0007,19,0.0001647671451792121,12200,-1.2354071140289307,61000,326.86,12199,326.86
9.173294301945134e-07,3171,-0.24530145525932312,0.0007,19,8.922342385631055e-05,12300,-4.068598747253418,61500,331.55,12299,331.55
3.4281984540029953e-07,3172,-0.12790490686893463,0.0007,19,1.5372002962976694e-05,12400,-3.0324392318725586,62000,336.18,12399,336.18
3.4482450246287044e-06,3172,-0.29315146803855896,0.0007,19,-0.0007331941742449999,12500,0.18725335597991943,62500,340.75,12499,340.75
9.762472927832277e-07,3171,-0.25991472601890564,0.0007,19,0.0001499479403719306,12600,-1.7506318092346191,63000,344.46,12599,344.46
6.17117592582872e-08,3172,-0.11870018392801285,0.0007,20,6.5268604885204695e-06,12700,-12.925925254821777,63500,345.3,12699,345.3
2.3684813186264364e-06,3173,-0.39249783754348755,0.0007,20,0.0003597624017857015,12800,-11.612589836120605,64000,346.25,12799,346.25
6.911694185873785e-07,3173,-0.4086804986000061,0.0007,20,-0.00024147381191141903,12900,0.158397376537323,64500,347.85,12899,347.85
1.717254008326563e-06,3174,-0.22310082614421844,0.0007,20,6.795978697482497e-05,13000,-0.970134973526001,65000,349.09,12999,349.09
8.390634320676327e-07,3174,-0.2550092339515686,0.0007,20,-7.279791316250339e-05,13100,-1.2642734050750732,65500,350.57,13099,350.57
2.246431449748343e-06,3175,-0.23762455582618713,0.0007,20,0.00033363403053954244,13200,-0.42446136474609375,66000,353.87,13199,353.87
5.799229256808758e-07,3175,-0.20864513516426086,0.0007,20,-6.182464130688459e-05,13300,0.11112034320831299,66500,357.3,13299,357.3
6.031012276253023e-07,3176,-0.24367542564868927,0.0007,21,0.00010459652548888698,13400,-0.6528546810150146,67000,361.04,13399,361.04
1.3757031638306216e-06,3176,-0.2272307127714157,0.0007,21,6.320195825537667e-05,13500,-0.2902008295059204,67500,364.74,13499,364.74
2.5119632027781336e-06,3176,-0.19168420135974884,0.0007,21,6.641195068368688e-05,13600,-2.0902838706970215,68000,368.6,13599,368.6
8.283997772196017e-07,3177,-0.3295248746871948,0.0007,21,-0.0007382906042039394,13700,0.2038414478302002,68500,372.32,13699,372.32
6.232061195987626e-07,3177,-0.16295787692070007,0.0007,21,2.8098389520891942e-05,13800,-0.05573081970214844,69000,373.89,13799,373.89
1.877197064459324e-07,3177,-0.1818244904279709,0.0007,21,1.4307908713817596e-05,13900,-17.348772048950195,69500,377.41,13899,377.41
2.783141042073112e-07,3177,-0.10883106291294098,0.0007,22,-1.2659354069910478e-05,14000,0.634009838104248,70000,381.14,13999,381.14
1.710630044726713e-06,3177,-0.2524567246437073,0.0007,22,0.00022251417976804078,14100,-0.07826173305511475,70500,385.05,14099,385.05
1.8345890850923752e-07,3177,-0.2633543610572815,0.0007,22,-1.1947156963287853e-05,14200,-207.57998657226562,71000,389.19,14199,389.19
5.4191332310438156e-08,3178,-0.05895199626684189,0.0007,22,2.300452933923225e-06,14300,-18.026668548583984,71500,393.06,14299,393.06
1.0139076493942412e-06,3178,-0.22165080904960632,0.0007,22,-9.212088480126113e-05,14400,-3.866438865661621,72000,397.28,14399,397.28
4.069181045451842e-07,3178,-0.30187076330184937,0.0007,22,-7.575035851914436e-05,14500,0.03473949432373047,72500,401.51,14499,401.51
6.219721626621322e-07,3178,-0.09081209450960159,0.0007,22,1.5055756193760317e-05,14600,0.024608612060546875,73000,405.68,14599,405.68
7.393770147245959e-07,3178,-0.1906166970729828,0.0007,23,4.044461820740253e-05,14700,-0.4017367362976074,73500,410.14,14699,410.14
1.0206364322584704e-06,3178,-0.15311488509178162,0.0007,23,3.9523070881841704e-05,14800,0.31602418422698975,74000,414.55,14799,414.55
1.4531775605064468e-06,3178,-0.22396354377269745,0.0007,23,0.0003942587354686111,14900,-0.13228368759155273,74500,418.88,14899,418.88
1.313630519916842e-07,3177,-0.15488359332084656,0.0007,23,1.668234108365141e-05,15000,0.8786269426345825,75000,423.14,14999,423.14
1.876778014775482e-06,3177,-0.14037871360778809,0.0007,23,-0.0015808508032932878,15100,-1.6542143821716309,75500,427.45,15099,427.45
2.3515895897219252e-09,3177,-0.16828294098377228,0.0007,23,5.579091748586507e-07,15200,0.7842423915863037,76000,431.79,15199,431.79
8.961418416220113e-07,3177,-0.15566220879554749,0.0007,24,3.446635673753917e-05,15300,-0.41652894020080566,76500,436.05,15299,436.05
2.0589213534094597e-07,3176,-0.08087130635976791,0.0007,24,6.363264219544362e-06,15400,0.5557127594947815,77000,440.56,15399,440.56
1.2831296203330567e-07,3177,-0.17095711827278137,0.0007,24,1.1861770872201305e-05,15500,0.8484967947006226,77500,445.09,15499,445.09
1.1506490693591331e-07,3177,-0.25907912850379944,0.0007,24,-0.00012007710756734014,15600,-898.8856811523438,78000,449.44,15599,449.44
6.605754379052087e-07,3177,-0.23770363628864288,0.0007,24,7.641544652869925e-05,15700,0.3471677899360657,78500,453.72,15699,453.72
7.357448428280122e-09,3176,-0.081660196185112,0.0007,24,1.4392502407645225e-06,15800,0.746666669845581,79000,458.07,15799,458.07
8.346978219719858e-09,3177,-0.07419309765100479,0.0007,25,-1.6460469396406552e-06,15900,0.8763346672058105,79500,462.36,15899,462.36
1.3037235930823954e-06,3177,-0.1423477828502655,0.0007,25,0.0003240572987124324,16000,0.12278956174850464,80000,466.64,15999,466.64
5.719601290365972e-07,3177,-0.12262960523366928,0.0007,25,2.2110256395535544e-05,16100,0.2152065634727478,80500,470.98,16099,470.98
2.0630075141525595e-06,3174,-0.0404389388859272,0.0007,25,5.581218829320278e-06,16200,-0.852726936340332,81000,475.2,16199,475.2
8.978415166893683e-07,3174,-0.22573471069335938,0.0007,25,7.478594488929957e-05,16300,-0.8546739816665649,81500,479.42,16299,479.42
2.863234840333462e-07,3173,-0.1133994609117508,0.0007,25,-1.2697229976765811e-05,16400,-469.29998779296875,82000,482.93,16399,482.93
3.769527978647602e-08,3173,-0.1716357320547104,0.0007,25,5.028976829635212e-06,16500,0.5065280199050903,82500,486.08,16499,486.08
1.7408747510216926e-07,3173,-0.056384533643722534,0.0007,26,-3.859678145090584e-06,16600,-631.3999633789062,83000,488.54,16599,488.54
7.563736517113284e-07,3173,-0.08061231672763824,0.0007,26,-1.5804576833033934e-05,16700,0.07487386465072632,83500,491.67,16699,491.67
2.1143350181773712e-07,3173,-0.39387935400009155,0.0007,26,-0.00016577639325987548,16800,-493.66668701171875,84000,494.77,16799,494.77
7.053255330902175e-07,3174,-0.14169202744960785,0.0007,26,2.4091599698294885e-05,16900,-1.3274497985839844,84500,496.96,16899,496.96
2.1632294533446839e-07,3174,-0.27659672498703003,0.0007,26,-0.0001569452870171517,17000,-0.06225228309631348,85000,500.0,16999,500.0
5.984911410905625e-08,3174,-0.32897067070007324,0.0007,26,-4.518486457527615e-05,17100,0.44983208179473877,85500,500.0,17099,500.0
8.352799341082573e-08,3175,-0.18337316811084747,0.0007,27,-3.875842230627313e-05,17200,-0.9945257902145386,86000,500.0,17199,500.0
2.488296104274923e-06,3175,-0.37700527906417847,0.0007,27,-0.0004032545257359743,17300,-0.5140081644058228,86500,500.0,17299,500.0
2.5385526214449783e-07,3175,-0.2359558641910553,0.0007,27,0.0001740049774525687,17400,-1.1313886642456055,87000,500.0,17399,500.0
2.697342971202943e-08,3176,-0.21365082263946533,0.0007,27,-8.578361303079873e-05,17500,nan,87500,500.0,17499,500.0
