time/fps,train/learning_rate,train/n_updates,train/value_loss,rollout/ep_len_mean,train/explained_variance,train/policy_loss,train/entropy_loss,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations
1922,0.0007,2699,34.99710464477539,143.61,-0.70320725440979,0.030511321499943733,-0.9404647350311279,43200,-510.01367101000005,22,2700
1932,0.0007,2799,7.999486923217773,146.49,0.5105814337730408,-0.24034151434898376,-1.2617510557174683,44800,-520.9445629999999,23,2800
1943,0.0007,2899,141.31948852539062,154.58,-0.09845328330993652,-0.04417777806520462,-0.949363648891449,46400,-519.2099484600001,23,2900
1952,0.0007,2999,302.6341247558594,160.09,-0.21484375,-0.027511902153491974,-0.7645411491394043,48000,-509.03672329999995,24,3000
1952,0.0007,3099,2.5036754608154297,166.8,0.3312124013900757,0.21108846366405487,-0.9478418827056885,49600,-488.05987376999997,25,3100
1927,0.0007,3199,52.433650970458984,177.06,-1.8017792701721191,-0.08893261849880219,-0.8244311213493347,51200,-468.0379953699999,26,3200
1927,0.0007,3299,4.790518760681152,184.71,0.09203755855560303,-0.5461738705635071,-0.6478023529052734,52800,-446.12609590000005,27,3300
1930,0.0007,3399,324.9367980957031,190.54,0.44286048412323,0.001894235610961914,-0.6744921207427979,54400,-419.75499869999993,28,3400
1923,0.0007,3499,19.490400314331055,201.99,-3.4843883514404297,-0.19558662176132202,-0.7164544463157654,56000,-402.97552885,29,3500
1917,0.0007,3599,64.33487701416016,206.57,-0.6131925582885742,0.03753635659813881,-0.4639657437801361,57600,-377.85727528,30,3600
1921,0.0007,3699,162.76986694335938,208.59,-0.3569248914718628,-0.2493707239627838,-0.7127809524536133,59200,-359.99737719000007,30,3700
1924,0.0007,3799,51.485816955566406,212.27,-0.31887519359588623,-0.25462523102760315,-1.03803551197052,60800,-344.73538894999996,31,3800
1914,0.0007,3899,56.73381042480469,221.14,0.13074606657028198,0.011845096945762634,-0.5845749378204346,62400,-330.14224221999996,32,3900
1906,0.0007,3999,113.00672149658203,223.43,-3.775918960571289,0.031266357749700546,-0.9088549017906189,64000,-300.76791771,33,4000
1910,0.0007,4099,163.13314819335938,227.61,0.1697460412979126,-0.35717421770095825,-0.926388144493103,65600,-265.43317437,34,4100
1913,0.0007,4199,115.69790649414062,230.15,-3.023770332336426,0.2612530589103699,-0.896409809589386,67200,-247.57561794999998,35,4200
1893,0.0007,4299,513.4135131835938,228.54,-0.20235836505889893,-0.005424760282039642,-0.6832720041275024,68800,-225.30154407999999,36,4300
1890,0.0007,4399,0.5839780569076538,234.66,-0.04245483875274658,0.3461863696575165,-0.37319666147232056,70400,-214.25366215999998,37,4400
1891,0.0007,4499,30.17243194580078,239.21,0.12269377708435059,-0.0966639518737793,-0.7111102342605591,72000,-189.05121165999998,38,4500
1889,0.0007,4599,354.76507568359375,244.56,-0.14815235137939453,-0.019915424287319183,-0.6469261646270752,73600,-174.04369388999996,38,4600
1886,0.0007,4699,190.72372436523438,242.56,0.2684022784233093,-0.163197860121727,-0.6393662095069885,75200,-160.60353641999998,39,4700
1889,0.0007,4799,263.109130859375,246.73,0.4192385673522949,0.00858132354915142,-0.7130268812179565,76800,-152.77138888,40,4800
1891,0.0007,4899,279.8240051269531,244.53,-2.5065202713012695,0.08351059257984161,-0.47669678926467896,78400,-141.77184318,41,4900
1895,0.0007,4999,81.6429214477539,251.94,-2.4097418785095215,0.03387390822172165,-0.2892695963382721,80000,-143.89313260000003,42,5000
1897,0.0007,5099,9.635323524475098,250.01,-0.39319300651550293,0.012715309858322144,-1.132777452468872,81600,-136.3114418,43,5100
1893,0.0007,5199,168.8577880859375,253.53,0.5278576612472534,0.010683808475732803,-0.6967878937721252,83200,-134.12713196,43,5200
1897,0.0007,5299,1456.9888916015625,260.49,-3.6214776039123535,0.01348387822508812,-0.8465620875358582,84800,-133.66989853,44,5300
1901,0.0007,5399,154.2372589111328,261.62,0.7250127792358398,0.02514166757464409,-0.4838782250881195,86400,-123.43185068000001,45,5400
1900,0.0007,5499,606.3235473632812,257.25,-0.1004948616027832,0.11645248532295227,-0.703000009059906,88000,-120.56890351,46,5500
1900,0.0007,5599,5.546657562255859,260.84,0.3047108054161072,-0.17611703276634216,-0.8541544079780579,89600,-110.73610797,47,5600
1890,0.0007,5699,114.52798461914062,266.48,0.32050085067749023,0.04214194416999817,-0.6611108183860779,91200,-100.19803823999999,48,5700
1887,0.0007,5799,4375.6416015625,277.28,-0.655489444732666,0.009129688143730164,-0.7411519289016724,92800,-91.71550213,49,5800
1891,0.0007,5899,4.108919143676758,284.72,0.8346065282821655,0.060077063739299774,-0.6663347482681274,94400,-85.52278746999998,49,5900
1895,0.0007,5999,31.04915428161621,286.19,0.6101617217063904,-0.1046910360455513,-0.9331015348434448,96000,-83.14562505999999,50,6000
1899,0.0007,6099,15.945903778076172,296.19,0.6779273748397827,-0.1568395495414734,-0.7727723121643066,97600,-73.42286250000001,51,6100
1903,0.0007,6199,1884.2391357421875,303.2,-0.4756500720977783,-0.41394492983818054,-0.3741828203201294,99200,-59.68074343,52,6200
1906,0.0007,6299,49.58477020263672,297.3,0.6394975185394287,-0.08645550906658173,-0.5953335762023926,100800,-60.66342143999999,52,6300
1910,0.0007,6399,19.832368850708008,308.29,0.7293831706047058,-0.150264173746109,-0.7647364735603333,102400,-54.60360678,53,6400
1914,0.0007,6499,87.0715560913086,312.78,-0.06299960613250732,-0.042791880667209625,-0.9459487199783325,104000,-43.77525182999999,54,6500
1917,0.0007,6599,35.138404846191406,318.62,0.6773838996887207,0.04926662892103195,-0.7374665141105652,105600,-33.70968239999999,55,6600
1920,0.0007,6699,34.1657829284668,323.33,-2.4152541160583496,0.18195556104183197,-0.09893986582756042,107200,-29.482193049999996,55,6700
1923,0.0007,6799,0.5380482077598572,330.6,-0.012069463729858398,-1.8842474673874676e-05,-0.02504163794219494,108800,-13.387493959999993,56,6800
1906,0.0007,6899,37.46186447143555,330.83,0.7614747285842896,-0.29439622163772583,-0.9199860692024231,110400,3.550181680000007,57,6900
1909,0.0007,6999,4.373673915863037,336.05,0.8284136056900024,0.10522815585136414,-0.8508862853050232,112000,16.453355140000006,58,7000
1913,0.0007,7099,75.04127502441406,330.92,0.6131525039672852,0.014942958950996399,-0.7314580678939819,113600,31.599651550000004,59,7100
1917,0.0007,7199,27.45350456237793,323.55,0.4945216178894043,-0.2145695984363556,-0.9932111501693726,115200,42.96436362,60,7200
1921,0.0007,7299,7.954446792602539,316.0,0.596780002117157,0.5834153890609741,-0.8167478442192078,116800,50.62672206,60,7300
1925,0.0007,7399,3596.849853515625,314.83,-3.718134880065918,-0.002399673918262124,-0.028855090960860252,118400,58.30508055,61,7400
1924,0.0007,7499,4.617252349853516,304.19,0.9803463816642761,0.021253664046525955,-0.9380204677581787,120000,57.917737640000006,62,7500
1928,0.0007,7599,44.099456787109375,274.07,0.7567360997200012,-0.011223910376429558,-0.9166849255561829,121600,49.52236004,63,7600
1931,0.0007,7699,1.2790473699569702,242.02,0.9362057447433472,-0.3252287805080414,-1.1048585176467896,123200,46.18305659,63,7700
1935,0.0007,7799,40.0660400390625,214.42,0.4332687258720398,0.002451334148645401,-0.7222869396209717,124800,36.563910539999995,64,7800
1932,0.0007,7899,0.39693260192871094,197.08,0.9599059224128723,0.07155029475688934,-0.9992397427558899,126400,24.879204530000003,65,7900
1935,0.0007,7999,125.07119750976562,181.8,0.32203614711761475,-0.32799848914146423,-0.8464494347572327,128000,16.295729899999998,66,8000
1938,0.0007,8099,9.717018127441406,174.77,0.7671289443969727,-0.049848198890686035,-1.0736192464828491,129600,9.86687205,66,8100
1941,0.0007,8199,4.7908124923706055,167.22,0.3562372922897339,-0.549455463886261,-1.0211467742919922,131200,0.22997401999999967,67,8200
1944,0.0007,8299,2.270216464996338,163.32,0.8555266857147217,-0.233834907412529,-0.9759945869445801,132800,-4.39374329,68,8300
1948,0.0007,8399,16.17158317565918,159.87,0.24498039484024048,0.1085343286395073,-0.885417640209198,134400,-6.67704203,68,8400
1932,0.0007,8499,17.041790008544922,163.66,0.6425535082817078,-0.22213256359100342,-0.9336106181144714,136000,-3.07360273,70,8500
1935,0.0007,8599,52.99925231933594,173.52,0.05542874336242676,0.306650847196579,-0.7851675152778625,137600,2.9373426099999995,71,8600
1939,0.0007,8699,139.28860473632812,184.03,-1.1117427349090576,0.5403573513031006,-0.5522876977920532,139200,6.942945149999998,71,8700
1942,0.0007,8799,5.993119239807129,198.69,0.676459550857544,-0.3867497444152832,-1.0272001028060913,140800,-0.5774887000000006,72,8800
1945,0.0007,8899,0.7215154767036438,212.01,0.32589685916900635,0.00015512807294726372,-0.17161104083061218,142400,5.072074149999999,73,8900
1948,0.0007,8999,5.736382484436035,221.31,0.8444130420684814,0.2032201886177063,-1.0521416664123535,144000,9.83062841,73,9000
1952,0.0007,9099,5.265439510345459,235.16,0.7874978184700012,-0.13049198687076569,-0.8270918726921082,145600,12.758121240000001,74,9100
1955,0.0007,9199,2.179050922393799,249.0,0.5718158483505249,-0.09593283385038376,-1.0908585786819458,147200,17.49603178,75,9200
1958,0.0007,9299,15.293590545654297,261.0,0.06540614366531372,-0.05996938794851303,-0.7822593450546265,148800,16.93756953,75,9300
1958,0.0007,9399,1.5395324230194092,275.66,-0.33596837520599365,-0.08062376081943512,-0.9160171151161194,150400,17.92071437,76,9400
1961,0.0007,9499,3.6827311515808105,284.47,-1.0873916149139404,-0.03441351652145386,-0.8356461524963379,152000,17.728508529999996,77,9500
1964,0.0007,9599,13.594390869140625,301.66,0.14086586236953735,-0.1844533085823059,-0.792186975479126,153600,16.84712792,78,9600
1967,0.0007,9699,2.4834606647491455,317.2,-0.4518328905105591,-0.18936903774738312,-0.9910339117050171,155200,13.512221940000002,78,9700
1970,0.0007,9799,0.751793622970581,326.05,0.5831897258758545,-0.1860298216342926,-1.0218428373336792,156800,12.718693429999998,79,9800
1973,0.0007,9899,7.04796028137207,343.11,0.5136996507644653,0.023815393447875977,-0.8115459680557251,158400,10.840705100000001,80,9900
1975,0.0007,9999,2.5946812629699707,351.16,0.42934077978134155,0.06352733075618744,-0.9329245090484619,160000,11.492822520000002,80,10000
1978,0.0007,10099,1.541462779045105,368.27,0.4492073655128479,-0.2704100012779236,-0.9865514039993286,161600,9.598924829999998,81,10100
1981,0.0007,10199,3.352863073348999,385.43,0.2637966275215149,-0.0725574642419815,-0.9679183959960938,163200,7.977528249999999,82,10200
1983,0.0007,10299,2.152076482772827,394.21,0.7531017661094666,-0.15896600484848022,-0.8995698094367981,164800,7.999937600000003,83,10300
1986,0.0007,10399,2.5752615928649902,411.2,0.7199161052703857,-0.3429296314716339,-0.90865558385849,166400,7.19292485,83,10400
1988,0.0007,10499,1.8156962394714355,419.75,0.5121625661849976,0.08791939914226532,-1.0605946779251099,168000,6.92366153,84,10500
1990,0.0007,10599,0.8797903656959534,435.91,0.3742494583129883,-0.05450240150094032,-0.8947795629501343,169600,4.712761599999999,85,10600
1993,0.0007,10699,20.981204986572266,453.28,-0.3325817584991455,0.15433798730373383,-0.883142352104187,171200,3.6313939900000003,85,10700
1995,0.0007,10799,0.8523008823394775,461.54,0.6712291836738586,-0.44328436255455017,-0.7484408617019653,172800,2.2455646899999993,86,10800
1997,0.0007,10899,2.5781807899475098,477.45,0.5352805256843567,-0.2449614405632019,-0.7290851473808289,174400,0.5568096799999998,87,10900
2000,0.0007,10999,5.116344451904297,485.84,0.3377193212509155,0.21869181096553802,-0.9529305696487427,176000,0.5799488000000008,87,11000
2002,0.0007,11099,1.2849905490875244,502.74,0.7546047568321228,-0.4093133509159088,-0.6507176160812378,177600,-0.5003309499999996,88,11100
2004,0.0007,11199,2.4215097427368164,519.29,0.6698929071426392,-0.1334381401538849,-0.9023101925849915,179200,-1.6973767600000014,89,11200
2005,0.0007,11299,5.717447757720947,527.98,0.6365388631820679,-0.05624649301171303,-0.481727659702301,180800,-2.437782370000002,90,11300
2007,0.0007,11399,8.936016082763672,544.43,0.16352307796478271,-0.2489028424024582,-0.7961744070053101,182400,-3.846587210000004,90,11400
2009,0.0007,11499,3.169281244277954,552.48,0.24359476566314697,-0.17311543226242065,-1.0107611417770386,184000,-5.031198670000004,91,11500
2011,0.0007,11599,6.527901649475098,569.95,0.65139240026474,-0.07570824772119522,-0.8572293519973755,185600,-6.737432330000003,92,11600
2013,0.0007,11699,4.758327484130859,586.93,0.6145903468132019,-0.42588359117507935,-0.7181418538093567,187200,-6.918668550000003,92,11700
2015,0.0007,11799,2.639124631881714,595.01,-0.0002765655517578125,-0.02244761399924755,-0.9013332724571228,188800,-7.888841660000002,93,11800
2017,0.0007,11899,1.8924678564071655,611.78,0.6751390695571899,-0.28514450788497925,-0.7064595222473145,190400,-8.345363640000002,94,11900
2019,0.0007,11999,2.2478253841400146,620.53,-0.5728162527084351,-0.08799965679645538,-0.9441177248954773,192000,-8.86101393,95,12000
2016,0.0007,12099,7.440994739532471,635.17,0.5478314757347107,-0.13314968347549438,-0.6207895874977112,193600,-13.441275010000002,96,12100
2018,0.0007,12199,11.578810691833496,650.74,0.20005887746810913,-0.06014757603406906,-0.8569598197937012,195200,-17.82302608,96,12200
2020,0.0007,12299,12.67680835723877,658.86,-0.13901758193969727,-0.17484034597873688,-0.6671508550643921,196800,-18.92188442,97,12300
2022,0.0007,12399,2.6568145751953125,675.34,0.48451805114746094,-0.10840389132499695,-0.8841636180877686,198400,-20.05468747,98,12400
2023,0.0007,12499,0.6846452951431274,683.61,0.7165020704269409,-0.28432196378707886,-0.745989978313446,200000,-20.2852508,98,12500
2025,0.0007,12599,3.3367013931274414,697.12,0.3572746515274048,-0.0928938239812851,-0.8804091215133667,201600,-22.492541020000004,99,12600
2027,0.0007,12699,7.188836574554443,713.88,-0.01890277862548828,0.06513345241546631,-0.8617710471153259,203200,-23.190557669999997,100,12700
2029,0.0007,12799,5.578302383422852,729.93,0.5064880847930908,-0.2831689119338989,-0.7942513227462769,204800,-24.69052738,100,12800
2030,0.0007,12899,2.737194061279297,738.13,0.028462588787078857,-0.023882701992988586,-0.829309344291687,206400,-25.86347386,101,12900
2032,0.0007,12999,1.1804437637329102,754.26,0.49756383895874023,-0.4459882378578186,-0.6991869211196899,208000,-27.819613949999997,102,13000
2034,0.0007,13099,12.972901344299316,762.16,0.35969698429107666,0.023241154849529266,-0.5909678936004639,209600,-28.967015060000005,103,13100
2035,0.0007,13199,1.037428855895996,778.86,0.13189423084259033,-0.08319813013076782,-0.7319220304489136,211200,-30.407460300000004,103,13200
2037,0.0007,13299,1.417083501815796,796.03,0.5683597326278687,-0.3587738573551178,-0.7211441993713379,212800,-31.56038286,104,13300
2039,0.0007,13399,3.711933135986328,803.96,0.7287247776985168,0.4318807125091553,-0.6679130792617798,214400,-32.34938987,105,13400
2040,0.0007,13499,4.146096229553223,820.01,0.34469735622406006,0.02642742544412613,-0.7721012830734253,216000,-33.18812633,105,13500
2042,0.0007,13599,0.940155565738678,827.88,0.42815274000167847,-0.25133758783340454,-0.6777858734130859,217600,-33.64730543,106,13600
2044,0.0007,13699,5.708891868591309,844.47,0.6136466264724731,0.07423121482133865,-0.4827805161476135,219200,-34.57333903,107,13700
2045,0.0007,13799,1.2900410890579224,860.4,0.8989689350128174,-0.5368930697441101,-0.662128210067749,220800,-34.95097449,107,13800
2047,0.0007,13899,8.627248764038086,867.14,0.39158904552459717,-0.31315329670906067,-0.6440636515617371,222400,-38.054428,108,13900
2048,0.0007,13999,12.167686462402344,883.16,-0.3689603805541992,0.5041422247886658,-0.6934647560119629,224000,-39.63271857,109,14000
2049,0.0007,14099,2.4788994789123535,890.75,-0.09989416599273682,-0.2700292468070984,-0.7994394898414612,225600,-41.354501899999995,110,14100
2050,0.0007,14199,1.5530201196670532,906.83,0.08524882793426514,0.14498049020767212,-0.9466822147369385,227200,-42.73276852,110,14200
2052,0.0007,14299,5.2039594650268555,916.58,-0.1421123743057251,0.05921053886413574,-0.6716523170471191,228800,-50.208075900000004,111,14300
2053,0.0007,14399,1.697382926940918,923.17,0.5420682430267334,-0.498481422662735,-0.6344018578529358,230400,-50.818871230000006,112,14400
2054,0.0007,14499,5.500996112823486,935.69,0.1394360065460205,-0.09620127081871033,-0.8099655508995056,232000,-55.01412019,112,14500
2056,0.0007,14599,2.1933822631835938,936.73,-0.5365086793899536,-0.12449005246162415,-0.8307135701179504,233600,-57.266750009999996,113,14600
2057,0.0007,14699,9.741890907287598,939.65,0.6783183813095093,0.27794191241264343,-0.7082186937332153,235200,-51.319011829999994,114,14700
2058,0.0007,14799,0.7480686902999878,948.19,0.5837415456771851,-0.1828475296497345,-0.8283882141113281,236800,-56.06463650999999,115,14800
2059,0.0007,14899,3.824779510498047,952.35,0.8356536626815796,-0.18585754930973053,-0.4593472480773926,238400,-58.50549524,115,14900
2060,0.0007,14999,14.109838485717773,960.3,-0.8336635828018188,0.011629268527030945,-0.6493923664093018,240000,-63.16093771,116,15000
2061,0.0007,15099,2.6589112281799316,965.29,0.7613352537155151,-0.009434975683689117,-0.7661615610122681,241600,-61.91750107000001,117,15100
2062,0.0007,15199,0.3505031168460846,971.14,0.8841699957847595,-0.2115403711795807,-0.5789746046066284,243200,-64.48007632,117,15200
2063,0.0007,15299,0.31345993280410767,978.4,0.8197571039199829,-0.26798558235168457,-0.7505764961242676,244800,-71.44696521,118,15300
2065,0.0007,15399,4.428180694580078,985.73,0.9850636720657349,-0.042054299265146255,-0.4597666561603546,246400,-70.41841501,119,15400
2066,0.0007,15499,1.020263433456421,987.42,0.34987157583236694,-0.255367636680603,-0.8571212291717529,248000,-71.28418495,120,15500
2067,0.0007,15599,0.7471352815628052,990.44,0.8974165916442871,-0.33407217264175415,-0.7641211152076721,249600,-73.75401269,120,15600
2068,0.0007,15699,0.21587951481342316,990.44,0.9334689974784851,-0.29356950521469116,-0.6228883266448975,251200,-73.78252336,121,15700
2069,0.0007,15799,0.11387735605239868,990.44,0.9619520902633667,-0.2525666356086731,-0.77364581823349,252800,-73.15250586,122,15800
2070,0.0007,15899,0.635881781578064,991.49,0.5775330066680908,-0.13143208622932434,-0.6148286461830139,254400,-71.01904377,122,15900
2072,0.0007,15999,1.5282888412475586,991.49,-0.47062695026397705,0.39403480291366577,-0.656112551689148,256000,-70.83120181,123,16000
2073,0.0007,16099,4.532746315002441,991.49,0.17620021104812622,-0.2050565630197525,-0.6346500515937805,257600,-71.79678187,124,16100
2074,0.0007,16199,1.2735724449157715,992.23,0.5503509044647217,-0.34862107038497925,-0.5919883847236633,259200,-74.00184403000002,124,16200
2075,0.0007,16299,1.1900676488876343,992.23,0.5173290967941284,0.12207779288291931,-0.7218448519706726,260800,-73.55900914,125,16300
2076,0.0007,16399,0.829950213432312,992.23,0.660077691078186,-0.08558785170316696,-0.7944844365119934,262400,-72.24401719000001,126,16400
2077,0.0007,16499,13.205434799194336,992.23,0.3396672010421753,-0.3097490072250366,-0.629646897315979,264000,-72.8340513,127,16500
2078,0.0007,16599,1.5418601036071777,992.23,0.08642727136611938,-0.08605979382991791,-0.4835171103477478,265600,-74.57300403,127,16600
2079,0.0007,16699,3.775364398956299,992.23,0.079073965549469,-0.19074350595474243,-0.5920724868774414,267200,-74.53415609,128,16700
2079,0.0007,16799,18.083106994628906,992.23,0.24970918893814087,-0.4860040545463562,-0.6568412184715271,268800,-75.27630763,129,16800
2080,0.0007,16899,10.622430801391602,992.23,-0.3018709421157837,0.08013679087162018,-0.5710815191268921,270400,-74.7855925,129,16900
2081,0.0007,16999,4.618780612945557,992.23,-0.23920559883117676,0.25291135907173157,-0.6540164351463318,272000,-74.70754005000002,130,17000
2082,0.0007,17099,8.509624481201172,992.23,-0.40211379528045654,0.21627260744571686,-0.7611652612686157,273600,-75.87266374000001,131,17100
2083,0.0007,17199,6.7806196212768555,992.23,0.29959386587142944,-0.11518809199333191,-0.47975313663482666,275200,-77.16552510999999,132,17200
2085,0.0007,17299,5.041647911071777,992.23,-0.06136977672576904,0.01227133721113205,-0.634206235408783,276800,-78.88184091000001,132,17300
2076,0.0007,17399,2.0564045906066895,992.23,0.5382035970687866,-0.20380419492721558,-0.45740756392478943,278400,-79.43866341000002,134,17400
2068,0.0007,17499,0.4743497967720032,992.23,0.7578949928283691,-0.31030407547950745,-0.6220675110816956,280000,-79.74929490000001,135,17500
2069,0.0007,17599,2.1154706478118896,992.23,0.2640194296836853,-0.23290219902992249,-0.40492162108421326,281600,-80.28995481,136,17600
2070,0.0007,17699,2.0554873943328857,992.23,-0.13140547275543213,0.07527654618024826,-0.5313986539840698,283200,-80.36737894000001,136,17700
2071,0.0007,17799,1.771480679512024,992.23,0.607097327709198,-0.20527026057243347,-0.7031509876251221,284800,-81.24998781000001,137,17800
2072,0.0007,17899,4.404059410095215,992.23,0.2939326763153076,0.08997782319784164,-0.6398449540138245,286400,-82.03892804000002,138,17900
2071,0.0007,17999,1.6735512018203735,992.23,0.47551804780960083,-0.06056821346282959,-0.5633429288864136,288000,-81.87677178000001,139,18000
2072,0.0007,18099,3.6114978790283203,990.35,0.5917212963104248,-0.402838796377182,-0.751499593257904,289600,-83.21594996,139,18100
2073,0.0007,18199,1.8833978176116943,990.32,0.6037852764129639,-0.019651729613542557,-0.8355466723442078,291200,-81.72236115000001,140,18200
2074,0.0007,18299,1168.857421875,987.58,0.32031720876693726,-0.30428406596183777,-0.6837431788444519,292800,-79.90080734000001,141,18300
2075,0.0007,18399,1.4908825159072876,982.27,0.6874960064888,0.11076906323432922,-0.593002200126648,294400,-77.9902454,141,18400
2076,0.0007,18499,3.156834602355957,974.43,0.5964386463165283,-0.31652992963790894,-0.6552454233169556,296000,-75.06097566000001,142,18500
2077,0.0007,18599,0.2887234091758728,968.22,0.9876885414123535,0.15518291294574738,-0.8386743068695068,297600,-70.25178491999999,143,18600
2078,0.0007,18699,0.9486231803894043,964.44,0.6319127678871155,-0.10656926035881042,-0.6052231192588806,299200,-66.47072864,143,18700
2079,0.0007,18799,0.9499264359474182,956.49,0.8918445110321045,-0.2650265097618103,-0.5216546058654785,300800,-63.61025046,144,18800
2079,0.0007,18899,0.016180016100406647,948.41,-0.027239203453063965,0.025873582810163498,-0.6403059959411621,302400,-57.99121230000001,145,18900
2080,0.0007,18999,0.7994166612625122,930.27,0.8149259686470032,-0.15313079953193665,-0.6528961062431335,304000,-52.17500785999999,146,19000
2081,0.0007,19099,4.29957389831543,907.54,0.7030597925186157,0.17804104089736938,-0.7133705019950867,305600,-41.84108541999999,146,19100
2081,0.0007,19199,9.788033485412598,884.93,0.48808377981185913,-0.40097776055336,-0.6086394786834717,307200,-30.74391898,147,19200
2082,0.0007,19299,1.0416264533996582,858.5,0.5113153457641602,0.000857573002576828,-0.6937662363052368,308800,-27.25100501,148,19300
2083,0.0007,19399,0.3004399240016937,835.94,0.9415609836578369,-0.1559825986623764,-0.6856653690338135,310400,-16.542283760000004,148,19400
2083,0.0007,19499,4442.6494140625,813.53,-0.02429068088531494,0.0006308084703050554,-0.053180474787950516,312000,-3.327281930000002,149,19500
2084,0.0007,19599,1.0342216491699219,802.55,-0.9450696706771851,-0.15605220198631287,-0.6574997305870056,313600,2.6984773499999988,150,19600
2085,0.0007,19699,4.246693134307861,792.22,-2.2605457305908203,6.764629506506026e-05,-0.007320514414459467,315200,5.548806509999997,151,19700
2085,0.0007,19799,5.076986312866211,759.77,0.8718346357345581,-0.03905801475048065,-0.8310117721557617,316800,13.241429369999999,151,19800
2086,0.0007,19899,2.2761685848236084,720.0,0.8990240097045898,0.052684638649225235,-0.4856142997741699,318400,18.41209203,152,19900
2087,0.0007,19999,4197.8681640625,686.71,0.5313247442245483,0.2004481554031372,-0.11871159076690674,320000,29.136490780000003,153,20000
2087,0.0007,20099,0.11620096862316132,662.15,0.9889266490936279,-0.5582119822502136,-0.5242688655853271,321600,38.41658641,154,20100
2086,0.0007,20199,30.379972457885742,628.92,0.41649526357650757,-0.14817653596401215,-0.4564829468727112,323200,45.64856750999999,154,20200
2086,0.0007,20299,3.2167162895202637,603.75,0.3651474714279175,-0.006476232782006264,-0.5497519969940186,324800,51.15565419000001,155,20300
2087,0.0007,20399,4.2336835861206055,580.6,0.9304673671722412,0.17907457053661346,-0.599393367767334,326400,59.742350910000006,156,20400
2088,0.0007,20499,1100.138671875,547.61,-0.7562751770019531,0.14725741744041443,-0.511651873588562,328000,68.60343182000001,157,20500
2088,0.0007,20599,6.1076178550720215,520.16,0.24817818403244019,-0.3345770537853241,-0.7391128540039062,329600,73.41690274000001,157,20600
2089,0.0007,20699,0.6436725854873657,496.31,0.7709989547729492,0.01422613114118576,-0.6229063868522644,331200,81.46340332,158,20700
2090,0.0007,20799,2.274160861968994,482.49,0.8068297505378723,-0.2188429981470108,-0.5872454643249512,332800,86.88885181999999,159,20800
2091,0.0007,20899,6.721868515014648,465.38,-0.07016944885253906,-0.18465951085090637,-0.6358217000961304,334400,88.60355615,159,20900
2091,0.0007,20999,7.49656867980957,446.95,0.3097977042198181,0.027951378375291824,-0.5080305933952332,336000,92.30639302,160,21000
2092,0.0007,21099,2.3138434886932373,429.85,0.5096932649612427,-0.2496325522661209,-0.6195022463798523,337600,87.67420238999999,161,21100
2093,0.0007,21199,4.270266056060791,416.11,-2.041076898574829,0.16322603821754456,-0.5713760256767273,339200,82.69273736,162,21200
2093,0.0007,21299,10.540614128112793,403.78,0.7341271638870239,0.06522707641124725,-0.45793426036834717,340800,75.93965229,162,21300
2094,0.0007,21399,1.625375747680664,405.76,0.2784693241119385,-0.03643462806940079,-0.671463668346405,342400,71.93069227999999,163,21400
2094,0.0007,21499,0.46306437253952026,407.14,0.9571305513381958,0.15005016326904297,-0.4255969226360321,344000,73.0677522,164,21500
2095,0.0007,21599,72.7693099975586,407.71,-6.062615871429443,0.4256255626678467,-0.3954751789569855,345600,70.65225104,164,21600
2081,0.0007,21699,11.90821361541748,416.62,-0.6809536218643188,-0.0982634648680687,-0.4194794297218323,347200,65.63548822000001,166,21700
2075,0.0007,21799,4.281416416168213,419.35,0.4615846276283264,-0.0118335522711277,-0.6935163736343384,348800,58.81275126,168,21800
2076,0.0007,21899,2.0876429080963135,431.23,0.7993319034576416,-0.06729274988174438,-0.6116674542427063,350400,53.50341637,168,21900
2076,0.0007,21999,3.8981547355651855,435.84,0.2741691470146179,-0.16987723112106323,-0.7411715388298035,352000,50.368296609999994,169,22000
2076,0.0007,22099,3.0405993461608887,450.03,-0.24271035194396973,0.13877087831497192,-0.699772834777832,353600,48.13732975,170,22100
2076,0.0007,22199,5.749942302703857,462.32,0.9921442866325378,0.2970968782901764,-0.3706708550453186,355200,44.80265383,171,22200
2077,0.0007,22299,1.8916980028152466,468.8,0.8902302384376526,-0.0359836220741272,-0.5508747696876526,356800,40.764623310000005,171,22300
2078,0.0007,22399,1.902896523475647,474.68,0.7258599996566772,-0.13409598171710968,-0.4770313799381256,358400,39.138492539999994,172,22400
2078,0.0007,22499,4.091399669647217,479.18,0.4509595036506653,0.12905608117580414,-0.6946796178817749,360000,36.93341481,173,22500
2079,0.0007,22599,9.670381546020508,490.9,0.33909332752227783,0.11945952475070953,-0.7015920281410217,361600,32.39875535000001,173,22600
2080,0.0007,22699,0.8429092764854431,501.88,0.7890172004699707,-0.04159306362271309,-0.46743908524513245,363200,28.23951531,174,22700
2081,0.0007,22799,6.206749439239502,498.15,0.4845060110092163,0.08245851844549179,-0.5868538022041321,364800,28.8185244,175,22800
2081,0.0007,22899,2.374664306640625,507.49,0.3174399137496948,0.038327544927597046,-0.414645254611969,366400,25.63846860000001,175,22900
2082,0.0007,22999,0.2269088327884674,512.13,0.9408705234527588,0.05168925225734711,-0.4741210341453552,368000,21.37891171,176,23000
