train/policy_loss,train/explained_variance,time/fps,train/entropy_loss,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,time/iterations,time/total_timesteps,train/n_updates,train/learning_rate
0.5353764891624451,0.3416343331336975,522,-0.6454088091850281,357,740.61,-44.17647411000001,2.8238747119903564,37300,186500,37299,0.0007
0.00010204812133451924,0.2931881546974182,521,-0.0011072119232267141,358,737.56,-47.80833318999999,24.679523468017578,37400,187000,37399,0.0007
0.2908207178115845,0.6315994262695312,522,-0.4164774417877197,359,736.37,-51.029157,0.6516259908676147,37500,187500,37499,0.0007
-0.1558314859867096,0.08636772632598877,522,-0.2799679636955261,359,725.04,-55.442334640000006,1.2062022686004639,37600,188000,37599,0.0007
-0.6175179481506348,-0.17700815200805664,522,-0.5025557279586792,360,722.07,-55.80045002000001,10.858442306518555,37700,188500,37699,0.0007
0.06666906923055649,0.9582127332687378,523,-0.23074011504650116,361,719.64,-57.63279143,0.49033746123313904,37800,189000,37799,0.0007
0.21331889927387238,0.17033755779266357,523,-0.6024898290634155,361,719.64,-57.63279143,2.1166069507598877,37900,189500,37899,0.0007
-0.7202098369598389,0.1103101372718811,522,-0.3427775204181671,363,719.64,-58.74557016000001,11.205771446228027,38000,190000,37999,0.0007
-0.08647775650024414,0.885801374912262,522,-0.3501625061035156,364,719.64,-58.74557016000001,0.16656289994716644,38100,190500,38099,0.0007
0.08250100165605545,0.521612286567688,522,-0.27219560742378235,365,718.44,-61.94220078,0.5318421721458435,38200,191000,38199,0.0007
1.1410413980484009,0.82874995470047,522,-0.5543977618217468,366,718.44,-61.94220078,2.507047653198242,38300,191500,38299,0.0007
-0.08073215186595917,0.8400654792785645,523,-0.37458592653274536,366,718.44,-61.82400391,0.35611703991889954,38400,192000,38399,0.0007
-0.8252795338630676,-0.07183432579040527,522,-0.13188797235488892,368,714.74,-65.23891807,2.735048294067383,38500,192500,38499,0.0007
-0.49396103620529175,0.3051005005836487,522,-0.7590590119361877,369,714.74,-65.23891807,0.713109016418457,38600,193000,38599,0.0007
-0.5225561857223511,0.514251708984375,521,-0.5167050361633301,371,717.87,-67.2266389,3.2405102252960205,38700,193500,38699,0.0007
-0.15646983683109283,0.7447726726531982,521,-0.3718852400779724,371,705.73,-69.47640743000001,1.231574535369873,38800,194000,38799,0.0007
0.1277574598789215,-1.4207184314727783,521,-0.21983757615089417,373,705.73,-69.47640743000001,1.0134881734848022,38900,194500,38899,0.0007
0.547237753868103,0.6052969694137573,520,-0.6902877688407898,374,709.95,-70.85108670000001,1.0016720294952393,39000,195000,38999,0.0007
0.03466620296239853,0.6722618341445923,521,-0.10054490715265274,375,708.13,-72.49802264,2.3940014839172363,39100,195500,39099,0.0007
0.43291863799095154,-0.02091503143310547,521,-0.44411516189575195,375,708.13,-72.49802264,6.7255859375,39200,196000,39199,0.0007
-0.2625111937522888,0.8703181743621826,520,-0.33017048239707947,377,711.56,-73.71261048000001,0.6049479246139526,39300,196500,39299,0.0007
-0.6023797988891602,0.4681440591812134,521,-0.5424705743789673,377,711.56,-73.71261048000001,2.842721700668335,39400,197000,39399,0.0007
0.3261498510837555,0.3050937056541443,520,-0.7270854115486145,379,705.37,-78.3837036,0.7064495086669922,39500,197500,39499,0.0007
-29.32010269165039,0.7389730215072632,520,-0.5249010324478149,380,704.0,-82.05561194,3109.476806640625,39600,198000,39599,0.0007
-1.562000036239624,0.955432653427124,520,-0.034623876214027405,381,695.15,-83.94552547000004,1.7469475269317627,39700,198500,39699,0.0007
0.017032772302627563,0.45707207918167114,520,-0.2769119143486023,382,695.15,-83.94552547000004,0.9073584675788879,39800,199000,39799,0.0007
0.6119096875190735,0.05336803197860718,519,-0.3438294529914856,383,693.25,-85.23922841000004,5.911714553833008,39900,199500,39899,0.0007
0.25561851263046265,-1.261747121810913,519,-0.3784443736076355,384,688.41,-87.93320222000003,1.9456638097763062,40000,200000,39999,0.0007
0.12701386213302612,0.18024760484695435,519,-0.4052833616733551,386,687.84,-90.48609326000003,0.5893675088882446,40100,200500,40099,0.0007
-0.564029335975647,0.9786418676376343,519,-0.4715806841850281,386,674.34,-93.94107592,0.8906534314155579,40200,201000,40199,0.0007
0.23937642574310303,-0.6367485523223877,519,-0.3480773866176605,388,674.34,-93.94107592,1.198441982269287,40300,201500,40299,0.0007
-0.1161142960190773,0.37619853019714355,519,-0.5090356469154358,388,665.94,-94.53086013000001,0.3448004722595215,40400,202000,40399,0.0007
-0.38286080956459045,0.4067533016204834,518,-0.37638574838638306,390,661.83,-97.1257669,1.8169934749603271,40500,202500,40499,0.0007
0.42067041993141174,0.9331236481666565,519,-0.30582231283187866,390,662.93,-96.96768196,0.4209975302219391,40600,203000,40599,0.0007
-0.2914324104785919,0.9387041926383972,519,-0.45291581749916077,391,662.93,-96.96768196,0.16265474259853363,40700,203500,40699,0.0007
1.1035691499710083,-0.030981898307800293,520,-0.29288890957832336,392,667.65,-100.44910025000001,7.957073211669922,40800,204000,40799,0.0007
-0.06804978102445602,0.9679146409034729,520,-0.4228459894657135,392,662.84,-103.20568623999999,0.08888164907693863,40900,204500,40899,0.0007
-0.05303315073251724,0.8512647151947021,520,-0.28928953409194946,393,661.43,-103.04082960000001,0.3055635094642639,41000,205000,40999,0.0007
0.06409592926502228,0.6628260612487793,520,-0.4889790117740631,394,661.43,-103.04082960000001,0.7459657192230225,41100,205500,41099,0.0007
-0.1278560757637024,-0.33189618587493896,521,-0.2910582423210144,395,665.65,-105.37195226,2.705125570297241,41200,206000,41199,0.0007
-0.9001657366752625,-0.43465399742126465,521,-0.8070926666259766,395,654.52,-106.01007074,1.4649498462677002,41300,206500,41299,0.0007
-0.12664642930030823,0.631791889667511,521,-0.3754614591598511,397,641.44,-107.21314373,0.8680456876754761,41400,207000,41399,0.0007
0.3162168860435486,-0.25829946994781494,521,-0.38767385482788086,397,641.44,-107.21314373,1.024754524230957,41500,207500,41499,0.0007
0.3957964777946472,0.875927209854126,522,-0.28801366686820984,398,648.49,-106.34820842999997,0.4658200740814209,41600,208000,41599,0.0007
-0.04358219355344772,-0.14648008346557617,521,-0.6335520148277283,399,643.95,-109.4998964,0.17126572132110596,41700,208500,41699,0.0007
-0.005301120691001415,0.8283783793449402,522,-0.3851448893547058,400,643.95,-109.4998964,1.4684410095214844,41800,209000,41799,0.0007
-0.23605528473854065,0.7801113128662109,522,-0.4365921914577484,400,645.96,-111.33337318999999,1.0049808025360107,41900,209500,41899,0.0007
0.48540791869163513,-2.2874481678009033,522,-0.4833258092403412,401,651.39,-112.12748537999998,5.770400524139404,42000,210000,41999,0.0007
0.16296455264091492,0.8539876937866211,523,-0.5751329064369202,402,646.26,-111.37614758999999,1.1196439266204834,42100,210500,42099,0.0007
0.7941068410873413,-0.4163644313812256,523,-0.39151138067245483,402,646.26,-111.37614758999999,12.966461181640625,42200,211000,42199,0.0007
0.08764772862195969,0.7431551218032837,523,-0.22401170432567596,404,645.76,-111.88496521,2.39144229888916,42300,211500,42299,0.0007
0.3046877980232239,0.5152304172515869,522,-0.4214088022708893,405,645.76,-111.88496521,0.5603567361831665,42400,212000,42399,0.0007
