time/time_elapsed,rollout/exploration_rate,time/total_timesteps,time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss
48,0.04,94037,1560,1953,53.46,53.46,46592,0.0023,1.8641934035695158
48,0.04,94157,1564,1955,49.8,49.8,,,
48,0.04,94403,1568,1955,48.28,48.28,46720,0.0023,1.9233020364772528
48,0.04,94771,1572,1953,49.37,49.37,46976,0.0023,1.8748434569861274
48,0.04,94833,1576,1953,48.17,48.17,,,
48,0.04,94938,1580,1955,47.96,47.96,,,
48,0.04,95259,1584,1952,50.32,50.32,47232,0.0023,1.9619384274701588
48,0.04,95432,1588,1954,51.24,51.24,,,
49,0.04,95751,1592,1951,52.81,52.81,47488,0.0023,1.9462040801299736
49,0.04,96025,1596,1952,53.47,53.47,47616,0.0023,1.923444991640281
49,0.04,96198,1600,1954,53.99,53.99,,,
49,0.04,96539,1604,1952,55.0,55.0,47872,0.0023,2.0064241107320413
49,0.04,96840,1608,1953,54.37,54.37,48000,0.0023,2.047662458207924
49,0.04,97197,1612,1954,55.19,55.19,48128,0.0023,1.839506312913727
49,0.04,97353,1616,1953,55.27,55.27,48256,0.0023,1.95973769511329
49,0.04,97475,1620,1955,49.83,49.83,,,
49,0.04,97709,1624,1954,51.1,51.1,48384,0.0023,1.9285951688652858
50,0.04,98202,1628,1954,54.86,54.86,48640,0.0023,2.249141732638236
50,0.04,98602,1632,1953,57.66,57.66,48896,0.0023,2.0100790817523375
50,0.04,99090,1636,1953,61.14,61.14,49152,0.0023,2.0442317389533855
50,0.04,99221,1640,1955,61.76,61.76,,,
50,0.04,99309,1644,1956,62.02,62.02,,,
50,0.04,99605,1648,1953,64.37,64.37,49408,0.0023,1.8928026494395453
51,0.04,99731,1652,1955,62.15,62.15,,,
51,0.04,99897,1656,1953,60.66,60.66,49536,0.0023,2.033008623693604
