time/total_timesteps,time/episodes,time/fps,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/learning_rate,train/n_updates
76912,6988,3750,20,0.01,9.43,9.43,4521728.0,0.001,19202
76946,6992,3750,20,0.01,9.39,9.39,3273541.5,0.001,19211
76983,6996,3750,20,0.01,9.39,9.39,3729352.0,0.001,19220
77020,7000,3750,20,0.01,9.38,9.38,4408317.0,0.001,19229
77058,7004,3750,20,0.01,9.39,9.39,5596494.0,0.001,19239
77097,7008,3750,20,0.01,9.39,9.39,3387053.75,0.001,19249
77134,7012,3750,20,0.01,9.37,9.37,4180982.75,0.001,19258
77168,7016,3750,20,0.01,9.34,9.34,5080271.5,0.001,19266
77208,7020,3751,20,0.01,9.38,9.38,5927623.5,0.001,19276
77242,7024,3751,20,0.01,9.36,9.36,4498221.0,0.001,19285
77279,7028,3751,20,0.01,9.36,9.36,5031549.0,0.001,19294
77316,7032,3749,20,0.01,9.33,9.33,3760360.75,0.001,19303
77354,7036,3748,20,0.01,9.32,9.32,3888879.75,0.001,19313
77395,7040,3747,20,0.01,9.36,9.36,3711673.25,0.001,19323
77430,7044,3747,20,0.01,9.31,9.31,5099061.5,0.001,19332
77469,7048,3747,20,0.01,9.33,9.33,4479326.0,0.001,19342
77509,7052,3747,20,0.01,9.34,9.34,4345001.5,0.001,19352
77547,7056,3747,20,0.01,9.35,9.35,4432659.0,0.001,19361
77585,7060,3747,20,0.01,9.36,9.36,5646166.0,0.001,19371
77620,7064,3747,20,0.01,9.34,9.34,4095273.0,0.001,19379
77655,7068,3747,20,0.01,9.31,9.31,3644228.5,0.001,19388
77691,7072,3747,20,0.01,9.27,9.27,3858508.5,0.001,19397
77729,7076,3747,20,0.01,9.29,9.29,4850132.5,0.001,19407
77766,7080,3747,20,0.01,9.3,9.3,3153096.0,0.001,19416
77807,7084,3747,20,0.01,9.33,9.33,3805809.0,0.001,19426
77845,7088,3747,20,0.01,9.33,9.33,4714375.0,0.001,19436
77882,7092,3746,20,0.01,9.36,9.36,4542967.0,0.001,19445
77921,7096,3745,20,0.01,9.38,9.38,4349471.5,0.001,19455
77957,7100,3744,20,0.01,9.37,9.37,3969325.75,0.001,19464
77994,7104,3743,20,0.01,9.36,9.36,4677415.0,0.001,19473
78031,7108,3743,20,0.01,9.34,9.34,5552970.0,0.001,19482
78066,7112,3744,20,0.01,9.32,9.32,3234064.5,0.001,19491
78103,7116,3744,20,0.01,9.35,9.35,4764041.5,0.001,19500
78142,7120,3743,20,0.01,9.34,9.34,3289415.75,0.001,19510
78180,7124,3744,20,0.01,9.38,9.38,5517201.5,0.001,19519
78220,7128,3744,20,0.01,9.41,9.41,4366143.5,0.001,19529
78257,7132,3744,20,0.01,9.41,9.41,4656052.5,0.001,19539
78296,7136,3744,20,0.01,9.42,9.42,5084365.5,0.001,19548
78337,7140,3744,20,0.01,9.42,9.42,5787034.0,0.001,19559
78374,7144,3744,20,0.01,9.44,9.44,4006204.5,0.001,19568
78412,7148,3744,20,0.01,9.43,9.43,4710019.5,0.001,19577
78450,7152,3744,20,0.01,9.41,9.41,4520184.0,0.001,19587
78489,7156,3744,20,0.01,9.42,9.42,2608443.5,0.001,19597
78525,7160,3744,20,0.01,9.4,9.4,4739220.0,0.001,19606
78561,7164,3744,20,0.01,9.41,9.41,4307887.0,0.001,19615
78598,7168,3744,20,0.01,9.43,9.43,6048057.0,0.001,19624
78634,7172,3744,20,0.01,9.43,9.43,5123249.5,0.001,19633
78675,7176,3745,21,0.01,9.46,9.46,4006227.75,0.001,19643
78715,7180,3745,21,0.01,9.49,9.49,6404363.0,0.001,19653
78753,7184,3745,21,0.01,9.46,9.46,5980354.5,0.001,19663
78790,7188,3745,21,0.01,9.45,9.45,3470036.0,0.001,19672
78832,7192,3745,21,0.01,9.5,9.5,3764820.0,0.001,19682
78870,7196,3745,21,0.01,9.49,9.49,4989951.0,0.001,19692
78906,7200,3745,21,0.01,9.49,9.49,3080139.25,0.001,19701
78945,7204,3745,21,0.01,9.51,9.51,4597959.0,0.001,19711
78982,7208,3745,21,0.01,9.51,9.51,5246320.5,0.001,19720
79019,7212,3745,21,0.01,9.53,9.53,4277111.0,0.001,19729
79057,7216,3745,21,0.01,9.54,9.54,4926702.0,0.001,19739
79093,7220,3744,21,0.01,9.51,9.51,3771781.5,0.001,19748
79130,7224,3743,21,0.01,9.5,9.5,5106104.5,0.001,19757
79167,7228,3742,21,0.01,9.47,9.47,5724920.5,0.001,19766
79205,7232,3742,21,0.01,9.48,9.48,4412854.0,0.001,19776
79242,7236,3742,21,0.01,9.46,9.46,5642962.5,0.001,19785
79280,7240,3742,21,0.01,9.43,9.43,5370687.0,0.001,19794
79319,7244,3742,21,0.01,9.45,9.45,5457425.5,0.001,19804
79359,7248,3742,21,0.01,9.47,9.47,5122269.0,0.001,19814
79399,7252,3742,21,0.01,9.49,9.49,4550872.5,0.001,19824
79440,7256,3742,21,0.01,9.51,9.51,3906908.25,0.001,19834
79478,7260,3742,21,0.01,9.53,9.53,4268920.0,0.001,19844
79517,7264,3742,21,0.01,9.56,9.56,4338443.0,0.001,19854
79557,7268,3742,21,0.01,9.59,9.59,6212517.5,0.001,19864
79597,7272,3742,21,0.01,9.63,9.63,6052555.0,0.001,19874
79635,7276,3742,21,0.01,9.6,9.6,4649044.5,0.001,19883
79673,7280,3741,21,0.01,9.58,9.58,6269403.5,0.001,19893
79710,7284,3739,21,0.01,9.57,9.57,5188224.5,0.001,19902
79747,7288,3739,21,0.01,9.57,9.57,5607326.5,0.001,19911
79784,7292,3739,21,0.01,9.52,9.52,5517957.0,0.001,19920
79821,7296,3739,21,0.01,9.51,9.51,5082824.0,0.001,19930
79857,7300,3739,21,0.01,9.51,9.51,4429758.0,0.001,19939
79893,7304,3739,21,0.01,9.48,9.48,5156099.0,0.001,19948
79932,7308,3739,21,0.01,9.5,9.5,5515812.0,0.001,19957
79973,7312,3739,21,0.01,9.54,9.54,6629297.0,0.001,19968
80010,7316,3739,21,0.01,9.53,9.53,4130490.0,0.001,19977
80050,7320,3739,21,0.01,9.57,9.57,6257561.0,0.001,19987
80089,7324,3739,21,0.01,9.59,9.59,4318237.0,0.001,19997
80125,7328,3739,21,0.01,9.58,9.58,4993821.0,0.001,20006
80164,7332,3740,21,0.01,9.59,9.59,5565955.0,0.001,20015
80201,7336,3739,21,0.01,9.59,9.59,6041851.0,0.001,20025
80238,7340,3739,21,0.01,9.58,9.58,5250882.0,0.001,20034
80277,7344,3739,21,0.01,9.58,9.58,6290231.5,0.001,20044
80314,7348,3739,21,0.01,9.55,9.55,4043212.25,0.001,20053
80352,7352,3740,21,0.01,9.53,9.53,5199473.0,0.001,20062
80391,7356,3740,21,0.01,9.51,9.51,4498864.0,0.001,20072
80427,7360,3740,21,0.01,9.49,9.49,8234702.0,0.001,20081
80462,7364,3740,21,0.01,9.45,9.45,6214417.0,0.001,20090
80501,7368,3740,21,0.01,9.44,9.44,6424250.0,0.001,20100
80538,7372,3740,21,0.01,9.41,9.41,5284348.0,0.001,20109
80578,7376,3740,21,0.01,9.43,9.43,5696010.5,0.001,20119
80617,7380,3739,21,0.01,9.44,9.44,4514972.0,0.001,20129
80656,7384,3739,21,0.01,9.46,9.46,6307445.0,0.001,20138
80691,7388,3738,21,0.01,9.44,9.44,3740538.25,0.001,20147
80729,7392,3738,21,0.01,9.45,9.45,5832776.0,0.001,20157
80767,7396,3738,21,0.01,9.46,9.46,3722899.75,0.001,20166
80803,7400,3738,21,0.01,9.46,9.46,4493269.0,0.001,20175
80842,7404,3737,21,0.01,9.49,9.49,5333844.0,0.001,20185
80882,7408,3736,21,0.01,9.5,9.5,4517805.0,0.001,20195
80917,7412,3735,21,0.01,9.44,9.44,6221545.0,0.001,20204
80951,7416,3735,21,0.01,9.41,9.41,4574585.0,0.001,20212
80987,7420,3735,21,0.01,9.37,9.37,6692486.0,0.001,20221
81020,7424,3735,21,0.01,9.31,9.31,6355377.5,0.001,20229
81062,7428,3735,21,0.01,9.37,9.37,4911388.0,0.001,20240
81099,7432,3735,21,0.01,9.35,9.35,4237977.0,0.001,20249
81139,7436,3735,21,0.01,9.38,9.38,4896968.0,0.001,20259
81175,7440,3735,21,0.01,9.37,9.37,3422268.75,0.001,20268
81212,7444,3735,21,0.01,9.35,9.35,6534032.0,0.001,20277
81252,7448,3735,21,0.01,9.38,9.38,5028290.0,0.001,20287
81289,7452,3735,21,0.01,9.37,9.37,4274733.0,0.001,20297
81327,7456,3735,21,0.01,9.36,9.36,4210886.0,0.001,20306
81364,7460,3735,21,0.01,9.37,9.37,6333016.0,0.001,20315
81401,7464,3735,21,0.01,9.39,9.39,5060352.0,0.001,20325
81440,7468,3735,21,0.01,9.39,9.39,5124004.0,0.001,20334
81476,7472,3736,21,0.01,9.38,9.38,5385385.0,0.001,20343
81513,7476,3733,21,0.01,9.35,9.35,6248237.0,0.001,20353
81552,7480,3732,21,0.01,9.35,9.35,6846947.5,0.001,20362
81591,7484,3732,21,0.01,9.35,9.35,7972253.0,0.001,20372
81629,7488,3732,21,0.01,9.38,9.38,6396163.5,0.001,20382
81665,7492,3732,21,0.01,9.36,9.36,7683698.0,0.001,20391
81701,7496,3732,21,0.01,9.34,9.34,5676297.5,0.001,20400
81738,7500,3732,21,0.01,9.35,9.35,4776919.0,0.001,20409
81776,7504,3732,21,0.01,9.34,9.34,5626834.0,0.001,20418
81812,7508,3732,21,0.01,9.3,9.3,6418458.0,0.001,20427
81848,7512,3732,21,0.01,9.31,9.31,5470220.0,0.001,20436
81886,7516,3732,21,0.01,9.35,9.35,4406661.0,0.001,20446
81923,7520,3732,21,0.01,9.36,9.36,4877058.5,0.001,20455
81957,7524,3732,21,0.01,9.37,9.37,6091219.0,0.001,20464
81997,7528,3732,21,0.01,9.35,9.35,4561709.5,0.001,20474
82035,7532,3732,21,0.01,9.36,9.36,5761960.0,0.001,20483
82076,7536,3733,21,0.01,9.37,9.37,4784545.0,0.001,20493
82113,7540,3732,21,0.01,9.38,9.38,5093980.5,0.001,20503
82150,7544,3732,22,0.01,9.38,9.38,4855040.0,0.001,20512
82187,7548,3731,22,0.01,9.35,9.35,5234193.0,0.001,20521
82223,7552,3730,22,0.01,9.34,9.34,6311832.0,0.001,20530
82260,7556,3729,22,0.01,9.33,9.33,4905064.0,0.001,20539
82296,7560,3729,22,0.01,9.32,9.32,7277383.0,0.001,20548
82332,7564,3729,22,0.01,9.31,9.31,6222634.0,0.001,20557
82370,7568,3729,22,0.01,9.3,9.3,7508811.0,0.001,20567
82407,7572,3729,22,0.01,9.31,9.31,5730563.5,0.001,20576
82444,7576,3729,22,0.01,9.31,9.31,4742236.0,0.001,20585
82483,7580,3729,22,0.01,9.31,9.31,5381402.5,0.001,20595
82522,7584,3729,22,0.01,9.31,9.31,3680271.0,0.001,20605
82563,7588,3729,22,0.01,9.34,9.34,5959861.5,0.001,20615
82600,7592,3729,22,0.01,9.35,9.35,4062966.0,0.001,20624
82636,7596,3730,22,0.01,9.35,9.35,5940731.0,0.001,20633
82674,7600,3730,22,0.01,9.36,9.36,7220073.0,0.001,20643
82708,7604,3730,22,0.01,9.32,9.32,6462326.5,0.001,20651
82750,7608,3728,22,0.01,9.38,9.38,6339647.5,0.001,20662
82787,7612,3727,22,0.01,9.39,9.39,6039838.0,0.001,20671
82826,7616,3727,22,0.01,9.4,9.4,6314879.0,0.001,20681
82862,7620,3726,22,0.01,9.39,9.39,5010791.0,0.001,20690
82898,7624,3726,22,0.01,9.41,9.41,4864272.0,0.001,20699
82937,7628,3726,22,0.01,9.4,9.4,6504507.0,0.001,20709
82976,7632,3726,22,0.01,9.41,9.41,6354090.5,0.001,20718
83012,7636,3726,22,0.01,9.36,9.36,5144612.0,0.001,20727
83050,7640,3726,22,0.01,9.37,9.37,5160758.0,0.001,20737
83084,7644,3727,22,0.01,9.34,9.34,5093708.0,0.001,20745
83121,7648,3727,22,0.01,9.34,9.34,5515905.0,0.001,20755
83156,7652,3727,22,0.01,9.33,9.33,5980374.5,0.001,20763
83194,7656,3727,22,0.01,9.34,9.34,7662218.0,0.001,20773
83233,7660,3727,22,0.01,9.37,9.37,5444075.5,0.001,20783
83270,7664,3727,22,0.01,9.38,9.38,6497873.5,0.001,20792
83308,7668,3727,22,0.01,9.38,9.38,5634921.0,0.001,20801
83345,7672,3727,22,0.01,9.38,9.38,7355398.0,0.001,20811
83383,7676,3727,22,0.01,9.39,9.39,6040650.0,0.001,20820
83421,7680,3724,22,0.01,9.38,9.38,6123063.0,0.001,20830
83460,7684,3724,22,0.01,9.38,9.38,8040688.5,0.001,20839
83498,7688,3723,22,0.01,9.35,9.35,6016547.5,0.001,20849
83536,7692,3723,22,0.01,9.36,9.36,3326117.5,0.001,20858
83574,7696,3723,22,0.01,9.38,9.38,6095285.0,0.001,20868
83615,7700,3723,22,0.01,9.41,9.41,4684997.5,0.001,20878
83650,7704,3723,22,0.01,9.42,9.42,4332428.0,0.001,20887
83685,7708,3723,22,0.01,9.35,9.35,5582603.5,0.001,20896
83724,7712,3723,22,0.01,9.37,9.37,7559668.0,0.001,20905
83763,7716,3724,22,0.01,9.37,9.37,4745101.0,0.001,20915
83800,7720,3723,22,0.01,9.38,9.38,4746879.5,0.001,20924
83836,7724,3723,22,0.01,9.38,9.38,6265443.0,0.001,20933
83875,7728,3724,22,0.01,9.38,9.38,6141704.0,0.001,20943
83911,7732,3723,22,0.01,9.35,9.35,7090271.0,0.001,20952
83945,7736,3721,22,0.01,9.33,9.33,5185935.0,0.001,20961
83982,7740,3720,22,0.01,9.32,9.32,7202806.5,0.001,20970
84020,7744,3720,22,0.01,9.36,9.36,6264966.0,0.001,20979
84058,7748,3720,22,0.01,9.37,9.37,6085400.0,0.001,20989
84098,7752,3720,22,0.01,9.42,9.42,5856427.0,0.001,20999
84140,7756,3720,22,0.01,9.46,9.46,7170785.0,0.001,21009
84177,7760,3720,22,0.01,9.44,9.44,4735553.0,0.001,21019
84214,7764,3720,22,0.01,9.44,9.44,5931945.5,0.001,21028
84251,7768,3720,22,0.01,9.43,9.43,3496148.0,0.001,21037
84289,7772,3720,22,0.01,9.44,9.44,7743016.0,0.001,21047
84326,7776,3720,22,0.01,9.43,9.43,4333191.5,0.001,21056
84361,7780,3720,22,0.01,9.4,9.4,5254179.0,0.001,21065
84397,7784,3720,22,0.01,9.37,9.37,5419496.0,0.001,21074
84434,7788,3719,22,0.01,9.36,9.36,5010335.0,0.001,21083
84471,7792,3718,22,0.01,9.35,9.35,6984690.5,0.001,21092
84507,7796,3717,22,0.01,9.33,9.33,7302535.0,0.001,21101
84545,7800,3717,22,0.01,9.3,9.3,7020346.5,0.001,21111
84581,7804,3717,22,0.01,9.31,9.31,8772256.0,0.001,21120
84618,7808,3717,22,0.01,9.33,9.33,6753818.0,0.001,21129
84654,7812,3717,22,0.01,9.3,9.3,4483691.5,0.001,21138
84693,7816,3717,22,0.01,9.3,9.3,4472827.0,0.001,21148
84731,7820,3717,22,0.01,9.31,9.31,6657742.0,0.001,21157
84769,7824,3717,22,0.01,9.33,9.33,5938575.5,0.001,21167
84806,7828,3717,22,0.01,9.31,9.31,7824579.0,0.001,21176
84845,7832,3717,22,0.01,9.34,9.34,6060409.5,0.001,21186
84884,7836,3717,22,0.01,9.39,9.39,5053834.0,0.001,21195
84924,7840,3717,22,0.01,9.42,9.42,7039949.0,0.001,21205
84961,7844,3717,22,0.01,9.41,9.41,4917202.0,0.001,21215
85000,7848,3717,22,0.01,9.42,9.42,5839975.0,0.001,21224
85035,7852,3717,22,0.01,9.37,9.37,8139323.0,0.001,21233
85076,7856,3717,22,0.01,9.36,9.36,7092634.0,0.001,21243
85117,7860,3717,22,0.01,9.4,9.4,5484437.0,0.001,21254
85155,7864,3716,22,0.01,9.41,9.41,6558470.0,0.001,21263
85193,7868,3715,22,0.01,9.42,9.42,5038295.0,0.001,21273
85228,7872,3714,22,0.01,9.39,9.39,5069410.0,0.001,21281
85266,7876,3714,22,0.01,9.4,9.4,5589584.5,0.001,21291
85304,7880,3715,22,0.01,9.43,9.43,5715676.5,0.001,21300
85341,7884,3714,22,0.01,9.44,9.44,6376324.0,0.001,21310
85377,7888,3714,22,0.01,9.43,9.43,7959957.5,0.001,21319
85419,7892,3715,22,0.01,9.48,9.48,4114256.0,0.001,21329
85454,7896,3715,23,0.01,9.47,9.47,5649651.0,0.001,21338
85491,7900,3715,23,0.01,9.46,9.46,5055653.0,0.001,21347
85527,7904,3715,23,0.01,9.46,9.46,8197524.0,0.001,21356
85566,7908,3715,23,0.01,9.48,9.48,5776582.5,0.001,21366
85603,7912,3715,23,0.01,9.49,9.49,6751124.5,0.001,21375
85642,7916,3715,23,0.01,9.49,9.49,8408850.0,0.001,21385
85678,7920,3715,23,0.01,9.47,9.47,6792413.5,0.001,21394
85713,7924,3715,23,0.01,9.44,9.44,5659461.0,0.001,21403
85749,7928,3715,23,0.01,9.43,9.43,6730976.0,0.001,21412
85785,7932,3714,23,0.01,9.4,9.4,5790665.5,0.001,21421
85823,7936,3712,23,0.01,9.39,9.39,7407705.0,0.001,21430
85858,7940,3711,23,0.01,9.34,9.34,5738633.0,0.001,21439
85895,7944,3711,23,0.01,9.34,9.34,8928718.0,0.001,21448
85936,7948,3711,23,0.01,9.36,9.36,6850173.5,0.001,21458
85972,7952,3711,23,0.01,9.37,9.37,6321914.5,0.001,21467
86009,7956,3711,23,0.01,9.33,9.33,7315019.0,0.001,21477
86047,7960,3712,23,0.01,9.3,9.3,5298638.0,0.001,21486
86085,7964,3711,23,0.01,9.3,9.3,4758299.0,0.001,21496
86121,7968,3711,23,0.01,9.28,9.28,6601552.0,0.001,21505
86157,7972,3711,23,0.01,9.29,9.29,5307830.0,0.001,21514
86194,7976,3712,23,0.01,9.28,9.28,6310102.0,0.001,21523
86233,7980,3712,23,0.01,9.29,9.29,5945154.0,0.001,21533
86271,7984,3712,23,0.01,9.3,9.3,6946088.0,0.001,21542
86309,7988,3710,23,0.01,9.32,9.32,6023849.0,0.001,21552
86347,7992,3709,23,0.01,9.28,9.28,8368257.0,0.001,21561
86383,7996,3709,23,0.01,9.29,9.29,5391530.5,0.001,21570
86420,8000,3709,23,0.01,9.29,9.29,6019103.5,0.001,21579
86455,8004,3709,23,0.01,9.28,9.28,5387532.0,0.001,21588
86493,8008,3709,23,0.01,9.27,9.27,6888989.0,0.001,21598
86529,8012,3709,23,0.01,9.26,9.26,6966520.0,0.001,21607
86568,8016,3709,23,0.01,9.26,9.26,8560996.0,0.001,21616
86607,8020,3709,23,0.01,9.29,9.29,7156985.5,0.001,21626
86650,8024,3709,23,0.01,9.37,9.37,5459569.0,0.001,21637
86686,8028,3709,23,0.01,9.37,9.37,8180044.0,0.001,21646
86722,8032,3709,23,0.01,9.37,9.37,7032945.0,0.001,21655
86761,8036,3709,23,0.01,9.38,9.38,7668673.5,0.001,21665
86801,8040,3709,23,0.01,9.43,9.43,4967792.5,0.001,21675
86841,8044,3710,23,0.01,9.46,9.46,7678068.0,0.001,21685
86880,8048,3710,23,0.01,9.44,9.44,7535112.5,0.001,21694
86918,8052,3709,23,0.01,9.46,9.46,5592468.0,0.001,21704
86956,8056,3707,23,0.01,9.47,9.47,8309019.0,0.001,21713
86994,8060,3706,23,0.01,9.47,9.47,4408745.0,0.001,21723
87031,8064,3707,23,0.01,9.46,9.46,8114739.0,0.001,21732
87066,8068,3707,23,0.01,9.45,9.45,7270675.0,0.001,21741
87105,8072,3706,23,0.01,9.48,9.48,6049959.0,0.001,21751
87141,8076,3706,23,0.01,9.47,9.47,5067357.5,0.001,21760
87177,8080,3707,23,0.01,9.44,9.44,5519309.0,0.001,21769
87217,8084,3706,23,0.01,9.46,9.46,7405471.5,0.001,21779
87251,8088,3707,23,0.01,9.42,9.42,5581399.5,0.001,21787
87288,8092,3707,23,0.01,9.41,9.41,8221637.5,0.001,21796
87324,8096,3707,23,0.01,9.41,9.41,6949077.5,0.001,21805
87361,8100,3707,23,0.01,9.41,9.41,8148497.0,0.001,21815
87396,8104,3707,23,0.01,9.41,9.41,7297726.0,0.001,21823
87431,8108,3707,23,0.01,9.38,9.38,7919971.0,0.001,21832
87468,8112,3703,23,0.01,9.39,9.39,7755354.5,0.001,21841
87506,8116,3702,23,0.01,9.38,9.38,7714879.5,0.001,21851
87545,8120,3701,23,0.01,9.38,9.38,7988441.0,0.001,21861
87584,8124,3702,23,0.01,9.34,9.34,6149082.0,0.001,21870
87624,8128,3702,23,0.01,9.38,9.38,6391606.0,0.001,21880
87660,8132,3702,23,0.01,9.38,9.38,6261357.5,0.001,21889
87698,8136,3702,23,0.01,9.37,9.37,7349574.0,0.001,21899
87737,8140,3702,23,0.01,9.36,9.36,8031304.0,0.001,21909
87774,8144,3702,23,0.01,9.33,9.33,5118426.0,0.001,21918
87813,8148,3702,23,0.01,9.33,9.33,5852644.5,0.001,21928
87851,8152,3702,23,0.01,9.33,9.33,9514540.0,0.001,21937
87892,8156,3702,23,0.01,9.36,9.36,4627077.0,0.001,21947
87926,8160,3702,23,0.01,9.32,9.32,6851984.0,0.001,21956
87966,8164,3702,23,0.01,9.35,9.35,6551613.0,0.001,21966
88002,8168,3702,23,0.01,9.36,9.36,6333807.0,0.001,21975
88038,8172,3702,23,0.01,9.33,9.33,4697005.5,0.001,21984
88075,8176,3700,23,0.01,9.34,9.34,9620326.0,0.001,21993
88114,8180,3699,23,0.01,9.37,9.37,7823696.0,0.001,22003
88154,8184,3698,23,0.01,9.37,9.37,9910740.0,0.001,22013
88189,8188,3699,23,0.01,9.38,9.38,5336252.0,0.001,22022
88227,8192,3699,23,0.01,9.39,9.39,8757063.0,0.001,22031
88264,8196,3699,23,0.01,9.4,9.4,7010230.5,0.001,22040
88300,8200,3699,23,0.01,9.39,9.39,5846495.0,0.001,22049
88335,8204,3699,23,0.01,9.39,9.39,9008724.0,0.001,22058
88375,8208,3699,23,0.01,9.44,9.44,8809657.0,0.001,22068
88412,8212,3699,23,0.01,9.44,9.44,8737738.0,0.001,22077
88449,8216,3699,23,0.01,9.43,9.43,8037025.0,0.001,22087
88484,8220,3699,23,0.01,9.39,9.39,7070726.0,0.001,22095
88520,8224,3699,23,0.01,9.36,9.36,7001996.5,0.001,22104
88559,8228,3698,23,0.01,9.35,9.35,9207691.0,0.001,22114
88598,8232,3696,23,0.01,9.38,9.38,6358343.0,0.001,22124
88635,8236,3696,23,0.01,9.37,9.37,6134625.0,0.001,22133
88677,8240,3696,23,0.01,9.4,9.4,6420411.5,0.001,22144
88713,8244,3696,23,0.01,9.39,9.39,7167036.0,0.001,22153
88751,8248,3696,24,0.01,9.38,9.38,6586430.5,0.001,22162
88787,8252,3696,24,0.01,9.36,9.36,5857523.0,0.001,22171
88829,8256,3696,24,0.01,9.37,9.37,9399652.0,0.001,22182
88867,8260,3697,24,0.01,9.41,9.41,5544825.5,0.001,22191
88905,8264,3697,24,0.01,9.39,9.39,4995043.0,0.001,22201
88945,8268,3697,24,0.01,9.43,9.43,7735193.0,0.001,22211
88982,8272,3697,24,0.01,9.44,9.44,8877494.0,0.001,22220
89020,8276,3696,24,0.01,9.45,9.45,8910547.0,0.001,22229
89060,8280,3694,24,0.01,9.46,9.46,7620943.0,0.001,22239
89096,8284,3693,24,0.01,9.42,9.42,6687480.0,0.001,22248
89131,8288,3693,24,0.01,9.42,9.42,6555779.5,0.001,22257
89169,8292,3693,24,0.01,9.42,9.42,6654647.0,0.001,22267
89209,8296,3693,24,0.01,9.45,9.45,5766864.5,0.001,22277
89245,8300,3693,24,0.01,9.45,9.45,9248510.0,0.001,22286
89283,8304,3693,24,0.01,9.48,9.48,6003421.0,0.001,22295
89318,8308,3693,24,0.01,9.43,9.43,7532982.0,0.001,22304
89357,8312,3693,24,0.01,9.45,9.45,7398622.0,0.001,22314
89397,8316,3694,24,0.01,9.48,9.48,9995998.0,0.001,22324
89431,8320,3693,24,0.01,9.47,9.47,8032157.0,0.001,22332
89472,8324,3692,24,0.01,9.52,9.52,9021886.0,0.001,22342
89509,8328,3690,24,0.01,9.5,9.5,9589821.0,0.001,22352
89546,8332,3690,24,0.01,9.48,9.48,7468938.0,0.001,22361
89581,8336,3690,24,0.01,9.46,9.46,8140376.5,0.001,22370
89618,8340,3690,24,0.01,9.41,9.41,6928677.0,0.001,22379
89654,8344,3690,24,0.01,9.41,9.41,6826765.0,0.001,22388
89692,8348,3690,24,0.01,9.41,9.41,5521100.0,0.001,22397
89728,8352,3690,24,0.01,9.41,9.41,8616838.0,0.001,22406
89765,8356,3691,24,0.01,9.36,9.36,8659882.0,0.001,22416
89804,8360,3691,24,0.01,9.37,9.37,11138190.0,0.001,22425
89842,8364,3691,24,0.01,9.37,9.37,7517267.0,0.001,22435
89881,8368,3691,24,0.01,9.36,9.36,6377106.0,0.001,22445
89915,8372,3691,24,0.01,9.33,9.33,8151328.0,0.001,22453
89952,8376,3691,24,0.01,9.32,9.32,9265605.0,0.001,22462
89990,8380,3691,24,0.01,9.3,9.3,8120871.5,0.001,22472
90030,8384,3690,24,0.01,9.34,9.34,6510493.5,0.001,22482
90067,8388,3689,24,0.01,9.36,9.36,9309323.0,0.001,22491
90103,8392,3688,24,0.01,9.34,9.34,6325235.5,0.001,22500
90139,8396,3688,24,0.01,9.3,9.3,4529313.0,0.001,22509
90178,8400,3688,24,0.01,9.33,9.33,8928661.0,0.001,22519
90218,8404,3688,24,0.01,9.35,9.35,10700724.0,0.001,22529
90255,8408,3688,24,0.01,9.37,9.37,8117125.5,0.001,22538
90295,8412,3688,24,0.01,9.38,9.38,6925536.0,0.001,22548
90332,8416,3688,24,0.01,9.35,9.35,7428507.0,0.001,22557
90370,8420,3688,24,0.01,9.39,9.39,7584200.0,0.001,22567
90410,8424,3688,24,0.01,9.38,9.38,9048102.0,0.001,22577
90449,8428,3688,24,0.01,9.4,9.4,8844898.0,0.001,22587
90488,8432,3688,24,0.01,9.42,9.42,6441618.0,0.001,22596
90524,8436,3687,24,0.01,9.43,9.43,8219793.0,0.001,22605
90562,8440,3685,24,0.01,9.44,9.44,8195271.0,0.001,22615
90598,8444,3685,24,0.01,9.44,9.44,9777990.0,0.001,22624
90636,8448,3685,24,0.01,9.44,9.44,8494418.0,0.001,22633
90674,8452,3685,24,0.01,9.46,9.46,8342640.5,0.001,22643
90713,8456,3685,24,0.01,9.48,9.48,8527452.0,0.001,22653
90751,8460,3685,24,0.01,9.47,9.47,8465998.0,0.001,22662
90787,8464,3685,24,0.01,9.45,9.45,12768980.0,0.001,22671
90827,8468,3685,24,0.01,9.46,9.46,7815870.0,0.001,22681
90863,8472,3685,24,0.01,9.48,9.48,8898146.0,0.001,22690
90903,8476,3685,24,0.01,9.51,9.51,7767230.0,0.001,22700
90939,8480,3685,24,0.01,9.49,9.49,9152930.0,0.001,22709
90977,8484,3685,24,0.01,9.47,9.47,8547490.0,0.001,22719
91014,8488,3686,24,0.01,9.47,9.47,8751595.0,0.001,22728
91050,8492,3686,24,0.01,9.47,9.47,11179305.0,0.001,22737
91086,8496,3686,24,0.01,9.47,9.47,9917028.0,0.001,22746
91121,8500,3685,24,0.01,9.43,9.43,6490250.0,0.001,22755
91160,8504,3684,24,0.01,9.42,9.42,6080855.5,0.001,22764
91199,8508,3684,24,0.01,9.44,9.44,4617034.0,0.001,22774
91237,8512,3683,24,0.01,9.42,9.42,5418168.5,0.001,22784
91273,8516,3683,24,0.01,9.41,9.41,9643296.0,0.001,22793
91309,8520,3683,24,0.01,9.39,9.39,7912802.0,0.001,22802
91347,8524,3683,24,0.01,9.37,9.37,8295885.5,0.001,22811
91387,8528,3683,24,0.01,9.38,9.38,6677561.5,0.001,22821
