time/total_timesteps,time/episodes,time/fps,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/learning_rate,train/n_updates
147311,14472,3486,42,0.01,9.39,9.39,52807300.0,0.001,36802
147349,14476,3485,42,0.01,9.36,9.36,66333728.0,0.001,36812
147387,14480,3485,42,0.01,9.35,9.35,52986220.0,0.001,36821
147424,14484,3484,42,0.01,9.35,9.35,37815716.0,0.001,36830
147459,14488,3485,42,0.01,9.33,9.33,48674476.0,0.001,36839
147497,14492,3485,42,0.01,9.34,9.34,74637744.0,0.001,36849
147535,14496,3485,42,0.01,9.36,9.36,50668236.0,0.001,36858
147571,14500,3485,42,0.01,9.36,9.36,45267600.0,0.001,36867
147610,14504,3485,42,0.01,9.35,9.35,46084352.0,0.001,36877
147649,14508,3485,42,0.01,9.37,9.37,42312208.0,0.001,36887
147685,14512,3485,42,0.01,9.36,9.36,61799020.0,0.001,36896
147726,14516,3485,42,0.01,9.41,9.41,54825532.0,0.001,36906
147764,14520,3484,42,0.01,9.43,9.43,43629684.0,0.001,36915
147803,14524,3483,42,0.01,9.45,9.45,60916248.0,0.001,36925
147843,14528,3483,42,0.01,9.47,9.47,41746688.0,0.001,36935
147881,14532,3483,42,0.01,9.46,9.46,34998280.0,0.001,36945
147918,14536,3483,42,0.01,9.44,9.44,45295256.0,0.001,36954
147953,14540,3483,42,0.01,9.43,9.43,46714088.0,0.001,36963
147992,14544,3484,42,0.01,9.44,9.44,61964968.0,0.001,36972
148030,14548,3484,42,0.01,9.44,9.44,50511096.0,0.001,36982
148069,14552,3484,42,0.01,9.46,9.46,51096392.0,0.001,36992
148106,14556,3483,42,0.01,9.43,9.43,46582520.0,0.001,37001
148146,14560,3483,42,0.01,9.44,9.44,27096442.0,0.001,37011
148183,14564,3482,42,0.01,9.45,9.45,50131328.0,0.001,37020
148221,14568,3482,42,0.01,9.48,9.48,35326056.0,0.001,37030
148258,14572,3482,42,0.01,9.47,9.47,42097272.0,0.001,37039
148295,14576,3482,42,0.01,9.46,9.46,60724096.0,0.001,37048
148332,14580,3482,42,0.01,9.45,9.45,50579464.0,0.001,37057
148370,14584,3482,42,0.01,9.46,9.46,46921568.0,0.001,37067
148407,14588,3482,42,0.01,9.48,9.48,49547728.0,0.001,37076
148445,14592,3482,42,0.01,9.48,9.48,34210352.0,0.001,37086
148481,14596,3483,42,0.01,9.46,9.46,44453668.0,0.001,37095
148518,14600,3483,42,0.01,9.47,9.47,64839632.0,0.001,37104
148557,14604,3483,42,0.01,9.47,9.47,56038264.0,0.001,37114
148594,14608,3483,42,0.01,9.45,9.45,51539936.0,0.001,37123
148633,14612,3483,42,0.01,9.48,9.48,45195500.0,0.001,37133
148673,14616,3483,42,0.01,9.47,9.47,49171936.0,0.001,37143
148713,14620,3483,42,0.01,9.49,9.49,46268048.0,0.001,37153
148748,14624,3483,42,0.01,9.45,9.45,54031544.0,0.001,37161
148784,14628,3481,42,0.01,9.41,9.41,61714468.0,0.001,37170
148822,14632,3481,42,0.01,9.41,9.41,59105940.0,0.001,37180
148861,14636,3481,42,0.01,9.43,9.43,62591864.0,0.001,37190
148904,14640,3481,42,0.01,9.51,9.51,42834416.0,0.001,37200
148942,14644,3481,42,0.01,9.5,9.5,47933688.0,0.001,37210
148978,14648,3481,42,0.01,9.48,9.48,35921048.0,0.001,37219
149018,14652,3481,42,0.01,9.49,9.49,47296456.0,0.001,37229
149056,14656,3481,42,0.01,9.5,9.5,35414456.0,0.001,37238
149096,14660,3482,42,0.01,9.5,9.5,46066896.0,0.001,37248
149137,14664,3481,42,0.01,9.54,9.54,59229920.0,0.001,37259
149173,14668,3481,42,0.01,9.52,9.52,57398040.0,0.001,37268
149210,14672,3480,42,0.01,9.52,9.52,42733048.0,0.001,37277
149244,14676,3480,42,0.01,9.49,9.49,42881968.0,0.001,37285
149283,14680,3480,42,0.01,9.51,9.51,54292324.0,0.001,37295
149321,14684,3480,42,0.01,9.51,9.51,55190684.0,0.001,37305
149359,14688,3480,42,0.01,9.52,9.52,43938728.0,0.001,37314
149394,14692,3480,42,0.01,9.49,9.49,44942448.0,0.001,37323
149432,14696,3480,42,0.01,9.51,9.51,38210704.0,0.001,37332
149472,14700,3480,42,0.01,9.54,9.54,66865136.0,0.001,37342
149512,14704,3480,42,0.01,9.55,9.55,49682040.0,0.001,37352
149549,14708,3481,42,0.01,9.55,9.55,42772376.0,0.001,37362
149586,14712,3481,42,0.01,9.53,9.53,50199768.0,0.001,37371
149623,14716,3481,42,0.01,9.5,9.5,36117840.0,0.001,37380
149659,14720,3481,42,0.01,9.46,9.46,57335592.0,0.001,37389
149698,14724,3481,42,0.01,9.5,9.5,42890944.0,0.001,37399
149732,14728,3481,43,0.01,9.48,9.48,53554956.0,0.001,37407
149769,14732,3481,43,0.01,9.47,9.47,59472360.0,0.001,37417
149806,14736,3481,43,0.01,9.45,9.45,48449892.0,0.001,37426
149843,14740,3481,43,0.01,9.39,9.39,47525232.0,0.001,37435
149879,14744,3480,43,0.01,9.37,9.37,62996720.0,0.001,37444
149918,14748,3480,43,0.01,9.4,9.4,55955928.0,0.001,37454
149957,14752,3480,43,0.01,9.39,9.39,55074000.0,0.001,37464
149995,14756,3480,43,0.01,9.39,9.39,55185044.0,0.001,37473
150031,14760,3480,43,0.01,9.35,9.35,61209644.0,0.001,37482
150068,14764,3480,43,0.01,9.31,9.31,57089904.0,0.001,37491
150104,14768,3480,43,0.01,9.31,9.31,50736600.0,0.001,37500
150140,14772,3480,43,0.01,9.3,9.3,48411796.0,0.001,37509
150177,14776,3480,43,0.01,9.33,9.33,40288696.0,0.001,37519
150212,14780,3480,43,0.01,9.29,9.29,48556656.0,0.001,37527
150248,14784,3480,43,0.01,9.27,9.27,43816988.0,0.001,37536
150284,14788,3479,43,0.01,9.25,9.25,45518280.0,0.001,37545
150319,14792,3479,43,0.01,9.25,9.25,44911456.0,0.001,37554
150357,14796,3479,43,0.01,9.25,9.25,36951616.0,0.001,37564
150394,14800,3479,43,0.01,9.22,9.22,72538112.0,0.001,37573
150433,14804,3479,43,0.01,9.21,9.21,54271412.0,0.001,37583
150473,14808,3479,43,0.01,9.24,9.24,72768752.0,0.001,37593
150510,14812,3479,43,0.01,9.24,9.24,48591976.0,0.001,37602
150547,14816,3479,43,0.01,9.24,9.24,44512520.0,0.001,37611
150584,14820,3478,43,0.01,9.25,9.25,40961776.0,0.001,37620
150621,14824,3477,43,0.01,9.23,9.23,51982264.0,0.001,37630
150659,14828,3477,43,0.01,9.27,9.27,69048568.0,0.001,37639
150696,14832,3477,43,0.01,9.27,9.27,51048464.0,0.001,37648
150735,14836,3477,43,0.01,9.29,9.29,57813944.0,0.001,37658
150774,14840,3477,43,0.01,9.31,9.31,45266384.0,0.001,37668
150813,14844,3477,43,0.01,9.34,9.34,56677816.0,0.001,37678
150851,14848,3478,43,0.01,9.33,9.33,49540696.0,0.001,37687
150888,14852,3478,43,0.01,9.31,9.31,47231848.0,0.001,37696
150928,14856,3478,43,0.01,9.33,9.33,70564384.0,0.001,37706
150967,14860,3477,43,0.01,9.36,9.36,39796500.0,0.001,37716
151000,14864,3477,43,0.01,9.32,9.32,45440768.0,0.001,37724
151039,14868,3477,43,0.01,9.35,9.35,40638176.0,0.001,37734
151077,14872,3476,43,0.01,9.37,9.37,52085604.0,0.001,37744
151115,14876,3476,43,0.01,9.38,9.38,50471816.0,0.001,37753
151156,14880,3476,43,0.01,9.44,9.44,51666200.0,0.001,37763
151190,14884,3476,43,0.01,9.42,9.42,37831288.0,0.001,37772
151228,14888,3477,43,0.01,9.44,9.44,49555480.0,0.001,37781
151267,14892,3476,43,0.01,9.48,9.48,61386652.0,0.001,37791
151304,14896,3477,43,0.01,9.47,9.47,41527032.0,0.001,37800
151341,14900,3477,43,0.01,9.47,9.47,66859980.0,0.001,37810
151380,14904,3476,43,0.01,9.47,9.47,46012836.0,0.001,37819
151413,14908,3475,43,0.01,9.4,9.4,57110248.0,0.001,37828
151451,14912,3475,43,0.01,9.41,9.41,52813924.0,0.001,37837
151491,14916,3475,43,0.01,9.44,9.44,51732968.0,0.001,37847
151528,14920,3475,43,0.01,9.44,9.44,74004600.0,0.001,37856
151565,14924,3475,43,0.01,9.44,9.44,53973216.0,0.001,37866
151602,14928,3475,43,0.01,9.43,9.43,61008956.0,0.001,37875
151640,14932,3475,43,0.01,9.44,9.44,57534328.0,0.001,37884
151679,14936,3476,43,0.01,9.44,9.44,54204012.0,0.001,37894
151716,14940,3476,43,0.01,9.42,9.42,55546084.0,0.001,37903
151753,14944,3475,43,0.01,9.4,9.4,58805336.0,0.001,37913
151793,14948,3475,43,0.01,9.42,9.42,41810984.0,0.001,37923
151829,14952,3474,43,0.01,9.41,9.41,63345080.0,0.001,37932
151866,14956,3474,43,0.01,9.38,9.38,57879504.0,0.001,37941
151905,14960,3474,43,0.01,9.38,9.38,38428736.0,0.001,37951
151942,14964,3474,43,0.01,9.42,9.42,53796712.0,0.001,37960
151977,14968,3474,43,0.01,9.38,9.38,42537716.0,0.001,37969
152014,14972,3474,43,0.01,9.37,9.37,36380176.0,0.001,37978
152053,14976,3474,43,0.01,9.38,9.38,69533040.0,0.001,37988
152089,14980,3473,43,0.01,9.33,9.33,65368272.0,0.001,37997
152127,14984,3473,43,0.01,9.37,9.37,50451516.0,0.001,38006
152164,14988,3472,43,0.01,9.36,9.36,46566528.0,0.001,38015
152202,14992,3472,43,0.01,9.35,9.35,42793776.0,0.001,38025
152240,14996,3473,43,0.01,9.36,9.36,62019976.0,0.001,38034
152277,15000,3472,43,0.01,9.36,9.36,49484732.0,0.001,38044
152316,15004,3473,43,0.01,9.36,9.36,43611600.0,0.001,38053
152354,15008,3473,43,0.01,9.41,9.41,46232988.0,0.001,38063
152392,15012,3472,43,0.01,9.41,9.41,64183852.0,0.001,38072
152428,15016,3471,43,0.01,9.37,9.37,68141728.0,0.001,38081
152465,15020,3471,43,0.01,9.37,9.37,55121904.0,0.001,38091
152504,15024,3471,43,0.01,9.39,9.39,53904000.0,0.001,38100
152542,15028,3471,43,0.01,9.4,9.4,54525248.0,0.001,38110
152578,15032,3471,43,0.01,9.38,9.38,79596880.0,0.001,38119
152614,15036,3471,43,0.01,9.35,9.35,72061640.0,0.001,38128
152651,15040,3471,43,0.01,9.35,9.35,63860540.0,0.001,38137
152692,15044,3471,43,0.01,9.39,9.39,49941372.0,0.001,38147
152730,15048,3470,44,0.01,9.37,9.37,34714452.0,0.001,38157
152766,15052,3469,44,0.01,9.37,9.37,42501960.0,0.001,38166
152803,15056,3470,44,0.01,9.37,9.37,48570836.0,0.001,38175
152837,15060,3470,44,0.01,9.32,9.32,50499544.0,0.001,38184
152877,15064,3470,44,0.01,9.35,9.35,54911868.0,0.001,38194
152913,15068,3470,44,0.01,9.36,9.36,55785180.0,0.001,38203
152950,15072,3470,44,0.01,9.36,9.36,49995268.0,0.001,38212
152988,15076,3470,44,0.01,9.35,9.35,46638248.0,0.001,38221
153026,15080,3470,44,0.01,9.37,9.37,60168248.0,0.001,38231
153064,15084,3470,44,0.01,9.37,9.37,64002240.0,0.001,38240
153102,15088,3469,44,0.01,9.38,9.38,43309288.0,0.001,38250
153141,15092,3468,44,0.01,9.39,9.39,60485256.0,0.001,38260
153179,15096,3468,44,0.01,9.39,9.39,55082500.0,0.001,38269
153217,15100,3468,44,0.01,9.4,9.4,59611472.0,0.001,38279
153255,15104,3468,44,0.01,9.39,9.39,38971576.0,0.001,38288
153295,15108,3468,44,0.01,9.41,9.41,81284768.0,0.001,38298
153330,15112,3467,44,0.01,9.38,9.38,55133640.0,0.001,38307
153369,15116,3466,44,0.01,9.41,9.41,60080872.0,0.001,38317
153411,15120,3466,44,0.01,9.46,9.46,55038524.0,0.001,38327
153448,15124,3466,44,0.01,9.44,9.44,38779176.0,0.001,38336
153485,15128,3466,44,0.01,9.43,9.43,57781992.0,0.001,38346
153522,15132,3466,44,0.01,9.44,9.44,68071448.0,0.001,38355
153560,15136,3466,44,0.01,9.46,9.46,63064680.0,0.001,38364
153598,15140,3466,44,0.01,9.47,9.47,69204224.0,0.001,38374
153635,15144,3466,44,0.01,9.43,9.43,65406016.0,0.001,38383
153674,15148,3467,44,0.01,9.44,9.44,54783336.0,0.001,38393
153711,15152,3467,44,0.01,9.45,9.45,47661076.0,0.001,38402
153750,15156,3466,44,0.01,9.47,9.47,43693900.0,0.001,38412
153783,15160,3465,44,0.01,9.46,9.46,56601996.0,0.001,38420
153822,15164,3465,44,0.01,9.45,9.45,52421592.0,0.001,38430
153860,15168,3465,44,0.01,9.47,9.47,57826880.0,0.001,38439
153895,15172,3465,44,0.01,9.45,9.45,48526484.0,0.001,38448
153932,15176,3465,44,0.01,9.44,9.44,59251520.0,0.001,38457
153967,15180,3465,44,0.01,9.41,9.41,47573400.0,0.001,38466
154005,15184,3462,44,0.01,9.41,9.41,50991260.0,0.001,38476
154043,15188,3462,44,0.01,9.41,9.41,34947336.0,0.001,38485
154081,15192,3462,44,0.01,9.4,9.4,69550304.0,0.001,38495
154117,15196,3462,44,0.01,9.38,9.38,60550960.0,0.001,38504
154153,15200,3461,44,0.01,9.36,9.36,45106228.0,0.001,38513
154193,15204,3461,44,0.01,9.38,9.38,71595376.0,0.001,38523
154230,15208,3461,44,0.01,9.35,9.35,58309980.0,0.001,38532
154267,15212,3461,44,0.01,9.37,9.37,60917872.0,0.001,38541
154304,15216,3461,44,0.01,9.35,9.35,50045040.0,0.001,38550
154343,15220,3461,44,0.01,9.32,9.32,53545288.0,0.001,38560
154384,15224,3458,44,0.01,9.36,9.36,44066184.0,0.001,38570
154423,15228,3458,44,0.01,9.38,9.38,36907468.0,0.001,38580
154464,15232,3458,44,0.01,9.42,9.42,57779480.0,0.001,38590
154499,15236,3458,44,0.01,9.39,9.39,53505400.0,0.001,38599
154535,15240,3459,44,0.01,9.37,9.37,62037620.0,0.001,38608
154573,15244,3459,44,0.01,9.38,9.38,45501368.0,0.001,38618
154609,15248,3459,44,0.01,9.35,9.35,56643984.0,0.001,38627
154647,15252,3458,44,0.01,9.36,9.36,48716760.0,0.001,38636
154685,15256,3457,44,0.01,9.35,9.35,36252524.0,0.001,38646
154725,15260,3457,44,0.01,9.42,9.42,44397416.0,0.001,38656
154762,15264,3457,44,0.01,9.4,9.4,62761128.0,0.001,38665
154801,15268,3457,44,0.01,9.41,9.41,49456440.0,0.001,38675
154841,15272,3457,44,0.01,9.46,9.46,64533640.0,0.001,38685
154880,15276,3457,44,0.01,9.48,9.48,100784568.0,0.001,38694
154919,15280,3458,44,0.01,9.52,9.52,52934404.0,0.001,38704
154955,15284,3458,44,0.01,9.5,9.5,75815568.0,0.001,38713
154993,15288,3458,44,0.01,9.5,9.5,56229624.0,0.001,38723
155030,15292,3458,44,0.01,9.49,9.49,61596540.0,0.001,38732
155065,15296,3457,44,0.01,9.48,9.48,71431488.0,0.001,38741
155103,15300,3456,44,0.01,9.5,9.5,65848228.0,0.001,38750
155139,15304,3456,44,0.01,9.46,9.46,45870012.0,0.001,38759
155177,15308,3456,44,0.01,9.47,9.47,65711488.0,0.001,38769
155211,15312,3456,44,0.01,9.44,9.44,53821028.0,0.001,38777
155248,15316,3456,44,0.01,9.44,9.44,58298324.0,0.001,38786
155283,15320,3456,44,0.01,9.4,9.4,45479708.0,0.001,38795
155321,15324,3456,44,0.01,9.37,9.37,61312584.0,0.001,38805
155358,15328,3457,44,0.01,9.35,9.35,55411700.0,0.001,38814
155394,15332,3457,44,0.01,9.3,9.3,71856656.0,0.001,38823
155434,15336,3457,44,0.01,9.35,9.35,53704184.0,0.001,38833
155473,15340,3457,44,0.01,9.38,9.38,41567832.0,0.001,38843
155512,15344,3457,44,0.01,9.39,9.39,67161352.0,0.001,38852
155552,15348,3457,44,0.01,9.43,9.43,64504008.0,0.001,38862
155587,15352,3457,44,0.01,9.4,9.4,40660360.0,0.001,38871
155625,15356,3457,45,0.01,9.4,9.4,70422192.0,0.001,38881
155660,15360,3456,45,0.01,9.35,9.35,49138736.0,0.001,38889
155699,15364,3456,45,0.01,9.37,9.37,59050292.0,0.001,38899
155736,15368,3456,45,0.01,9.35,9.35,48965616.0,0.001,38908
155773,15372,3456,45,0.01,9.32,9.32,68235224.0,0.001,38918
155812,15376,3456,45,0.01,9.32,9.32,54973576.0,0.001,38927
155850,15380,3456,45,0.01,9.31,9.31,41278800.0,0.001,38937
155888,15384,3456,45,0.01,9.33,9.33,62037652.0,0.001,38946
155924,15388,3456,45,0.01,9.31,9.31,62603808.0,0.001,38955
155964,15392,3455,45,0.01,9.34,9.34,63042420.0,0.001,38965
156004,15396,3455,45,0.01,9.39,9.39,55542096.0,0.001,38975
156041,15400,3455,45,0.01,9.38,9.38,58585480.0,0.001,38985
156079,15404,3455,45,0.01,9.4,9.4,55468184.0,0.001,38994
156116,15408,3455,45,0.01,9.39,9.39,60957896.0,0.001,39003
156156,15412,3455,45,0.01,9.45,9.45,66652368.0,0.001,39013
156194,15416,3455,45,0.01,9.46,9.46,50612080.0,0.001,39023
156231,15420,3455,45,0.01,9.48,9.48,62863792.0,0.001,39032
156268,15424,3454,45,0.01,9.47,9.47,53790976.0,0.001,39041
156305,15428,3454,45,0.01,9.47,9.47,45587000.0,0.001,39051
156341,15432,3454,45,0.01,9.47,9.47,51320528.0,0.001,39060
156377,15436,3454,45,0.01,9.43,9.43,59115784.0,0.001,39069
156416,15440,3454,45,0.01,9.43,9.43,46630544.0,0.001,39078
156454,15444,3454,45,0.01,9.42,9.42,72841112.0,0.001,39088
156494,15448,3454,45,0.01,9.42,9.42,59889964.0,0.001,39098
156532,15452,3454,45,0.01,9.45,9.45,55382712.0,0.001,39107
156571,15456,3453,45,0.01,9.46,9.46,63847008.0,0.001,39117
156609,15460,3453,45,0.01,9.49,9.49,77795968.0,0.001,39127
156647,15464,3453,45,0.01,9.48,9.48,67825640.0,0.001,39136
156682,15468,3453,45,0.01,9.46,9.46,55443756.0,0.001,39145
156718,15472,3453,45,0.01,9.45,9.45,41428240.0,0.001,39154
156757,15476,3453,45,0.01,9.45,9.45,64590816.0,0.001,39164
156794,15480,3453,45,0.01,9.44,9.44,54990000.0,0.001,39173
156831,15484,3453,45,0.01,9.43,9.43,56261636.0,0.001,39182
156869,15488,3452,45,0.01,9.45,9.45,46959664.0,0.001,39192
156908,15492,3452,45,0.01,9.44,9.44,64859332.0,0.001,39201
156947,15496,3451,45,0.01,9.43,9.43,38262400.0,0.001,39211
156988,15500,3452,45,0.01,9.47,9.47,77515144.0,0.001,39221
157024,15504,3452,45,0.01,9.45,9.45,47074968.0,0.001,39230
157060,15508,3452,45,0.01,9.44,9.44,66422112.0,0.001,39239
157096,15512,3452,45,0.01,9.4,9.4,64524024.0,0.001,39248
157135,15516,3451,45,0.01,9.41,9.41,71992448.0,0.001,39258
157173,15520,3450,45,0.01,9.42,9.42,60030108.0,0.001,39268
157211,15524,3450,45,0.01,9.43,9.43,47231220.0,0.001,39277
157250,15528,3450,45,0.01,9.45,9.45,45431264.0,0.001,39287
157291,15532,3450,45,0.01,9.5,9.5,69484416.0,0.001,39297
157327,15536,3450,45,0.01,9.5,9.5,70130104.0,0.001,39306
157363,15540,3450,45,0.01,9.47,9.47,48168328.0,0.001,39315
157401,15544,3450,45,0.01,9.47,9.47,68207440.0,0.001,39325
157440,15548,3450,45,0.01,9.46,9.46,73906712.0,0.001,39334
157478,15552,3450,45,0.01,9.46,9.46,71160216.0,0.001,39344
157516,15556,3450,45,0.01,9.45,9.45,80993264.0,0.001,39353
157555,15560,3450,45,0.01,9.46,9.46,62744456.0,0.001,39363
157594,15564,3449,45,0.01,9.47,9.47,74387440.0,0.001,39373
157632,15568,3449,45,0.01,9.5,9.5,90389736.0,0.001,39382
157669,15572,3449,45,0.01,9.51,9.51,51605012.0,0.001,39392
157706,15576,3449,45,0.01,9.49,9.49,66011936.0,0.001,39401
157744,15580,3449,45,0.01,9.5,9.5,69986576.0,0.001,39410
157782,15584,3449,45,0.01,9.51,9.51,51775416.0,0.001,39420
157819,15588,3449,45,0.01,9.5,9.5,67334816.0,0.001,39429
157857,15592,3449,45,0.01,9.49,9.49,63287768.0,0.001,39439
157894,15596,3449,45,0.01,9.47,9.47,76042976.0,0.001,39448
157931,15600,3449,45,0.01,9.43,9.43,58171040.0,0.001,39457
157972,15604,3448,45,0.01,9.48,9.48,65101460.0,0.001,39467
158006,15608,3448,45,0.01,9.46,9.46,43482048.0,0.001,39476
158046,15612,3448,45,0.01,9.5,9.5,77943264.0,0.001,39486
158080,15616,3448,45,0.01,9.45,9.45,48684160.0,0.001,39494
158116,15620,3448,45,0.01,9.43,9.43,65749448.0,0.001,39503
158150,15624,3448,45,0.01,9.39,9.39,83996472.0,0.001,39512
158190,15628,3448,45,0.01,9.4,9.4,54368560.0,0.001,39522
158225,15632,3448,45,0.01,9.34,9.34,52808412.0,0.001,39531
158261,15636,3448,45,0.01,9.34,9.34,53412384.0,0.001,39540
158300,15640,3447,45,0.01,9.37,9.37,67314104.0,0.001,39549
158338,15644,3447,45,0.01,9.37,9.37,44036700.0,0.001,39559
158374,15648,3447,45,0.01,9.34,9.34,66747656.0,0.001,39568
158413,15652,3447,45,0.01,9.35,9.35,72836352.0,0.001,39578
158447,15656,3447,45,0.01,9.31,9.31,70843168.0,0.001,39586
158485,15660,3447,45,0.01,9.3,9.3,68287160.0,0.001,39596
158522,15664,3447,45,0.01,9.28,9.28,59696064.0,0.001,39605
158562,15668,3447,45,0.01,9.3,9.3,78020480.0,0.001,39615
158598,15672,3447,46,0.01,9.29,9.29,49144904.0,0.001,39624
158636,15676,3447,46,0.01,9.3,9.3,39458804.0,0.001,39633
158672,15680,3446,46,0.01,9.28,9.28,52862568.0,0.001,39642
158709,15684,3445,46,0.01,9.27,9.27,54767380.0,0.001,39652
158747,15688,3445,46,0.01,9.28,9.28,77106272.0,0.001,39661
158785,15692,3445,46,0.01,9.28,9.28,56789500.0,0.001,39671
158821,15696,3446,46,0.01,9.27,9.27,49275840.0,0.001,39680
158859,15700,3446,46,0.01,9.28,9.28,47284452.0,0.001,39689
158897,15704,3446,46,0.01,9.25,9.25,90497784.0,0.001,39699
158936,15708,3445,46,0.01,9.3,9.3,76663344.0,0.001,39708
158978,15712,3445,46,0.01,9.32,9.32,44652380.0,0.001,39719
159018,15716,3444,46,0.01,9.38,9.38,79049952.0,0.001,39729
159057,15720,3444,46,0.01,9.41,9.41,54291000.0,0.001,39739
159094,15724,3444,46,0.01,9.44,9.44,72949408.0,0.001,39748
159132,15728,3444,46,0.01,9.42,9.42,44852840.0,0.001,39757
159164,15732,3444,46,0.01,9.39,9.39,73351104.0,0.001,39765
159203,15736,3444,46,0.01,9.42,9.42,58408396.0,0.001,39775
159239,15740,3444,46,0.01,9.39,9.39,54349484.0,0.001,39784
159277,15744,3442,46,0.01,9.39,9.39,54837320.0,0.001,39794
159313,15748,3442,46,0.01,9.39,9.39,60317736.0,0.001,39803
159350,15752,3442,46,0.01,9.37,9.37,78136504.0,0.001,39812
159387,15756,3442,46,0.01,9.4,9.4,50772496.0,0.001,39821
159425,15760,3442,46,0.01,9.4,9.4,69717520.0,0.001,39831
159461,15764,3442,46,0.01,9.39,9.39,49064812.0,0.001,39840
159497,15768,3442,46,0.01,9.35,9.35,54509692.0,0.001,39849
159536,15772,3442,46,0.01,9.38,9.38,69618536.0,0.001,39858
159574,15776,3441,46,0.01,9.38,9.38,71380128.0,0.001,39868
159608,15780,3441,46,0.01,9.36,9.36,59607088.0,0.001,39876
159645,15784,3441,46,0.01,9.36,9.36,68955136.0,0.001,39886
159684,15788,3441,46,0.01,9.37,9.37,48922944.0,0.001,39895
159723,15792,3441,46,0.01,9.38,9.38,55824444.0,0.001,39905
159759,15796,3441,46,0.01,9.38,9.38,83084848.0,0.001,39914
159798,15800,3441,46,0.01,9.39,9.39,62859296.0,0.001,39924
159837,15804,3441,46,0.01,9.4,9.4,63782320.0,0.001,39934
159874,15808,3440,46,0.01,9.38,9.38,76417480.0,0.001,39943
159911,15812,3440,46,0.01,9.33,9.33,55626684.0,0.001,39952
159950,15816,3440,46,0.01,9.32,9.32,70687424.0,0.001,39962
159985,15820,3440,46,0.01,9.28,9.28,54225476.0,0.001,39971
160019,15824,3440,46,0.01,9.25,9.25,79129320.0,0.001,39979
160059,15828,3440,46,0.01,9.27,9.27,79247856.0,0.001,39989
160094,15832,3440,46,0.01,9.3,9.3,44792384.0,0.001,39998
160131,15836,3440,46,0.01,9.28,9.28,50015908.0,0.001,40007
160170,15840,3440,46,0.01,9.31,9.31,54172224.0,0.001,40017
160207,15844,3440,46,0.01,9.3,9.3,69332648.0,0.001,40026
160245,15848,3440,46,0.01,9.32,9.32,104211552.0,0.001,40036
160283,15852,3440,46,0.01,9.33,9.33,56712076.0,0.001,40045
160319,15856,3440,46,0.01,9.32,9.32,72203120.0,0.001,40054
160356,15860,3440,46,0.01,9.31,9.31,69022448.0,0.001,40063
160393,15864,3439,46,0.01,9.32,9.32,73982496.0,0.001,40073
160430,15868,3438,46,0.01,9.33,9.33,70567952.0,0.001,40082
160468,15872,3439,46,0.01,9.32,9.32,55637212.0,0.001,40091
160505,15876,3439,46,0.01,9.31,9.31,65729384.0,0.001,40101
160543,15880,3439,46,0.01,9.35,9.35,76008144.0,0.001,40110
160580,15884,3439,46,0.01,9.35,9.35,79215672.0,0.001,40119
160618,15888,3439,46,0.01,9.34,9.34,64504928.0,0.001,40129
160657,15892,3439,46,0.01,9.34,9.34,44591536.0,0.001,40139
160694,15896,3439,46,0.01,9.35,9.35,65268632.0,0.001,40148
160730,15900,3439,46,0.01,9.32,9.32,46190772.0,0.001,40157
160767,15904,3439,46,0.01,9.3,9.3,76038080.0,0.001,40166
160804,15908,3439,46,0.01,9.3,9.3,81487968.0,0.001,40175
160843,15912,3439,46,0.01,9.32,9.32,64450056.0,0.001,40185
160881,15916,3439,46,0.01,9.31,9.31,80042808.0,0.001,40195
160919,15920,3439,46,0.01,9.34,9.34,96901288.0,0.001,40204
160959,15924,3439,46,0.01,9.4,9.4,56185804.0,0.001,40214
160995,15928,3439,46,0.01,9.36,9.36,74185264.0,0.001,40223
161032,15932,3438,46,0.01,9.38,9.38,51944620.0,0.001,40232
161070,15936,3437,46,0.01,9.39,9.39,81434752.0,0.001,40242
161107,15940,3437,46,0.01,9.37,9.37,81895288.0,0.001,40251
161147,15944,3438,46,0.01,9.4,9.4,66721768.0,0.001,40261
161187,15948,3438,46,0.01,9.42,9.42,66850128.0,0.001,40271
161224,15952,3438,46,0.01,9.41,9.41,72083272.0,0.001,40280
161259,15956,3438,46,0.01,9.4,9.4,65541016.0,0.001,40289
161297,15960,3438,46,0.01,9.41,9.41,76893568.0,0.001,40299
161333,15964,3438,46,0.01,9.4,9.4,55013240.0,0.001,40308
161370,15968,3438,46,0.01,9.4,9.4,57632872.0,0.001,40317
161409,15972,3438,46,0.01,9.41,9.41,69417008.0,0.001,40327
161449,15976,3438,46,0.01,9.44,9.44,62610032.0,0.001,40337
161490,15980,3438,46,0.01,9.47,9.47,64836228.0,0.001,40347
161527,15984,3438,46,0.01,9.47,9.47,57906096.0,0.001,40356
161567,15988,3438,46,0.01,9.49,9.49,42068152.0,0.001,40366
161605,15992,3438,47,0.01,9.48,9.48,77370088.0,0.001,40376
161642,15996,3438,47,0.01,9.48,9.48,87560928.0,0.001,40385
161680,16000,3438,47,0.01,9.5,9.5,51130912.0,0.001,40394
161719,16004,3438,47,0.01,9.52,9.52,61131616.0,0.001,40404
161755,16008,3438,47,0.01,9.51,9.51,80759840.0,0.001,40413
161792,16012,3438,47,0.01,9.49,9.49,49630288.0,0.001,40422
