rollout/ep_len_mean,time/time_elapsed,train/n_updates,time/total_timesteps,rollout/ep_rew_mean,train/explained_variance,train/value_loss,time/iterations,time/fps,train/policy_loss,train/entropy_loss,train/learning_rate
918.61,185,6699,134000,2.66,0.8238805532455444,0.010554705746471882,6700,721,-0.009784146212041378,-1.2284045219421387,0.0007
904.36,188,6799,136000,2.54,0.9160183072090149,0.0047655473463237286,6800,722,0.044674601405858994,-1.3141249418258667,0.0007
884.93,190,6899,138000,2.38,0.9398854374885559,0.00946261640638113,6900,723,0.03625604137778282,-1.2858479022979736,0.0007
900.77,193,6999,140000,2.43,0.8494897484779358,0.04475698247551918,7000,723,-0.049478959292173386,-1.2556846141815186,0.0007
912.72,196,7099,142000,2.51,0.74288010597229,0.04973645880818367,7100,722,0.10455816239118576,-1.2921565771102905,0.0007
949.47,199,7199,144000,2.74,0.9545409083366394,0.00977283250540495,7200,722,-0.03730304166674614,-1.2594820261001587,0.0007
1005.64,202,7299,146000,3.12,0.8959835171699524,0.029263436794281006,7300,722,-0.01821049489080906,-1.2863563299179077,0.0007
1027.72,205,7399,148000,3.25,0.937109112739563,0.0063173710368573666,7400,721,-0.008625376038253307,-1.3263956308364868,0.0007
1047.34,208,7499,150000,3.45,0.39234066009521484,0.06525430083274841,7500,720,0.03862553834915161,-1.278771996498108,0.0007
1063.34,211,7599,152000,3.6,0.9247830510139465,0.0070267594419419765,7600,720,0.0014645755290985107,-1.2641633749008179,0.0007
1064.82,213,7699,154000,3.64,0.33839356899261475,0.007251870818436146,7700,719,0.019280526787042618,-1.3182729482650757,0.0007
1097.55,216,7799,156000,3.88,0.9662132263183594,0.007006444968283176,7800,719,-0.030102839693427086,-1.1821424961090088,0.0007
1103.53,219,7899,158000,3.94,0.9674304127693176,0.005155674181878567,7900,718,0.020895812660455704,-1.2299045324325562,0.0007
1145.58,222,7999,160000,4.24,0.8623731136322021,0.010204465128481388,8000,718,0.04491806402802467,-1.2435072660446167,0.0007
1159.73,225,8099,162000,4.32,0.8784858584403992,0.017482278868556023,8100,717,0.03850463405251503,-1.1750229597091675,0.0007
1181.76,228,8199,164000,4.47,0.825194239616394,0.020096637308597565,8200,717,-0.08450507372617722,-1.3116497993469238,0.0007
1201.34,231,8299,166000,4.61,0.8212665319442749,0.037026938050985336,8300,717,-0.05726809427142143,-1.1568214893341064,0.0007
1209.25,234,8399,168000,4.82,0.8253615498542786,0.09048288315534592,8400,717,0.09873414039611816,-0.9143358469009399,0.0007
1247.26,236,8499,170000,5.09,0.7331172227859497,0.01971018873155117,8500,718,-0.038808416575193405,-1.2086398601531982,0.0007
1232.97,239,8599,172000,5.01,0.8914605379104614,0.017093759030103683,8600,719,-0.05062944442033768,-1.3015729188919067,0.0007
1250.06,241,8699,174000,5.21,0.8960809111595154,0.02199440449476242,8700,719,0.007664903998374939,-1.2789472341537476,0.0007
1244.75,244,8799,176000,5.28,0.9628056883811951,0.012543323449790478,8800,720,0.04932170733809471,-1.2368844747543335,0.0007
1271.09,246,8899,178000,5.57,0.9655519723892212,0.02540034055709839,8900,720,-0.17924819886684418,-1.1178827285766602,0.0007
1282.32,249,8999,180000,5.67,0.5938522219657898,0.06627865880727768,9000,721,0.1446252316236496,-0.9950499534606934,0.0007
1281.39,251,9099,182000,5.62,0.680577278137207,0.01387682743370533,9100,722,-0.0782078430056572,-1.1490440368652344,0.0007
1298.92,254,9199,184000,5.7,0.9555962681770325,0.007263058330863714,9200,723,-0.008568229153752327,-1.2296756505966187,0.0007
1322.15,257,9299,186000,5.91,0.7610541582107544,0.0145063865929842,9300,723,-0.08173877745866776,-1.2169955968856812,0.0007
1316.57,259,9399,188000,5.86,0.8020032048225403,0.02536611072719097,9400,724,-0.006610602140426636,-1.3308724164962769,0.0007
1362.47,262,9499,190000,6.24,0.7670437097549438,0.10958273708820343,9500,724,-0.2310071736574173,-1.0590088367462158,0.0007
1354.09,264,9599,192000,6.27,0.05488145351409912,0.06725392490625381,9600,725,-0.1870703250169754,-1.0513571500778198,0.0007
1356.77,267,9699,194000,6.31,0.6722413301467896,0.044817086309194565,9700,726,0.08571234345436096,-1.1323648691177368,0.0007
1365.07,269,9799,196000,6.32,0.8054609298706055,0.017826320603489876,9800,726,-0.03943696990609169,-1.3553907871246338,0.0007
1370.07,272,9899,198000,6.36,0.552462637424469,0.06118285655975342,9900,727,0.07685383409261703,-1.2751268148422241,0.0007
1395.4,274,9999,200000,6.57,0.9899137616157532,0.0022383977193385363,10000,728,-0.004823419265449047,-1.3315844535827637,0.0007
1403.36,277,10099,202000,6.56,0.8357438445091248,0.02613849937915802,10100,728,0.07850941270589828,-1.1169642210006714,0.0007
1410.59,279,10199,204000,6.71,0.8789147138595581,0.03506162762641907,10200,729,-0.07384257018566132,-0.8529369235038757,0.0007
1443.78,282,10299,206000,6.93,0.9275942444801331,0.022343894466757774,10300,730,-0.08374001830816269,-1.0589406490325928,0.0007
1444.79,284,10399,208000,6.88,0.9269529581069946,0.016595909371972084,10400,730,-0.00044242144213058054,-1.1164711713790894,0.0007
1448.24,287,10499,210000,6.8,-0.3563119173049927,0.11560066044330597,10500,731,-0.19737106561660767,-0.9887008666992188,0.0007
1445.73,289,10599,212000,6.75,0.5782092809677124,0.06224996596574783,10600,731,0.09423284977674484,-1.345799446105957,0.0007
1445.51,292,10699,214000,6.74,0.7643246054649353,0.016677986830472946,10700,732,-0.07261539250612259,-1.1980212926864624,0.0007
1459.44,294,10799,216000,7.12,0.79762864112854,0.11734849214553833,10800,732,0.16710112988948822,-1.2703484296798706,0.0007
1466.14,297,10899,218000,7.22,-1.110741138458252,0.39619573950767517,10900,733,0.34625688195228577,-1.249832034111023,0.0007
1488.74,299,10999,220000,7.43,0.8299692869186401,0.019559677690267563,11000,733,0.05986892804503441,-1.2255054712295532,0.0007
1500.74,302,11099,222000,7.54,0.5656036138534546,0.0870334804058075,11100,734,-0.07824923098087311,-1.10640287399292,0.0007
1539.7,304,11199,224000,7.87,0.8607361912727356,0.021015604957938194,11200,734,0.0909203514456749,-1.122612714767456,0.0007
1551.18,307,11299,226000,7.91,-0.08796131610870361,0.136888787150383,11300,735,-0.24333958327770233,-1.2517250776290894,0.0007
1548.25,309,11399,228000,7.97,0.7176120281219482,0.06726552546024323,11400,736,-0.013237248174846172,-1.1290992498397827,0.0007
1589.96,312,11499,230000,8.24,0.8836265206336975,0.0268087275326252,11500,736,0.1200340986251831,-1.0925558805465698,0.0007
1615.86,314,11599,232000,8.51,0.7555691003799438,0.0652853474020958,11600,737,0.21604929864406586,-1.1703941822052002,0.0007
1625.24,317,11699,234000,8.72,0.47134411334991455,0.0933394655585289,11700,737,0.21315908432006836,-1.310915231704712,0.0007
1640.45,319,11799,236000,8.87,0.8920382261276245,0.014318021945655346,11800,738,0.11022444069385529,-1.256879210472107,0.0007
1655.91,322,11899,238000,8.97,0.9519838690757751,0.010534382425248623,11900,738,-0.06913823634386063,-1.254475474357605,0.0007
1661.41,324,11999,240000,9.11,0.8001977205276489,0.028148775920271873,12000,739,-0.0014070839388296008,-1.0240248441696167,0.0007
1642.59,327,12099,242000,8.9,-0.8345023393630981,0.012269544415175915,12100,739,-0.048083823174238205,-1.2529996633529663,0.0007
1642.72,329,12199,244000,8.92,0.8088694214820862,0.08974529057741165,12200,739,0.20339952409267426,-1.2107136249542236,0.0007
1655.46,332,12299,246000,8.97,0.6449253559112549,0.019958866760134697,12300,740,-0.05154213309288025,-1.316388487815857,0.0007
1658.33,334,12399,248000,9.06,0.9601497054100037,0.013046185486018658,12400,740,0.007259984500706196,-1.2514326572418213,0.0007
1676.71,337,12499,250000,9.24,0.8824750781059265,0.008105139248073101,12500,741,0.06746126711368561,-1.187390685081482,0.0007
1697.11,339,12599,252000,9.38,0.9633210897445679,0.010782310739159584,12600,741,0.05481428653001785,-1.2784794569015503,0.0007
1728.28,342,12699,254000,9.55,0.5500392913818359,0.01586112380027771,12700,741,0.06021085008978844,-1.2277153730392456,0.0007
1749.47,344,12799,256000,9.66,0.7683829665184021,0.032638341188430786,12800,742,-0.08280491083860397,-0.9961207509040833,0.0007
